OTUID	PL_1	PL_10	PL_11	PL_12	PL_13	PL_15	PL_16	PL_17	PL_18	PL_19	PL_2	PL_20	PL_21	PL_22	PL_24	PL_3	PL_4	PL_5	PL_6	PL_7	PL_8	PL_9	SUB_1	SUB_10	SUB_11	SUB_12	SUB_13	SUB_15	SUB_16	SUB_17	SUB_18	SUB_19	SUB_2	SUB_20	SUB_21	SUB_22	SUB_24	SUB_3	SUB_4	SUB_5	SUB_6	SUB_7	SUB_8	SUB_9	SUR_1	SUR_10	SUR_11	SUR_12	SUR_13	SUR_15	SUR_16	SUR_17	SUR_18	SUR_19	SUR_2	SUR_20	SUR_21	SUR_22	SUR_24	SUR_3	SUR_4	SUR_5	SUR_6	SUR_7	SUR_8	SUR_9
ASV_2265	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_2358	0	0	0	1	0	0	1	0	2	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	3	0	0	1	0	3	1	3	0	3	0	0	1	3	0	1	0	1	0	0	0	5	5	3
ASV_2367	0	0	0	0	0	0	1	1	0	0	0	2	0	0	0	0	4	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	1	0	2	3	3	1	1	1	0	1	0	0	4	0	1	3	0	1	2	0	5
ASV_2405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	3	1	4	9	10	2	8
ASV_2416	0	0	2	9	1	0	0	15	0	1	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	8	1	0	3	0	1	0	3	2	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_2432	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	3	0	2	3	2	1	2	0	2	0	1	1	6	0	3	0	0	2	1	0	1
ASV_2437	1	2	0	0	0	0	1	0	0	0	0	1	0	9	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	3	6	0	0	0	0	0	0	0	4	0	0	0	2	0	0	5	0	1	2	2	0	3	0	0	0	0	0	0	0	1
ASV_2554	0	0	0	0	0	0	2	1	0	0	0	2	1	2	2	0	1	0	1	1	0	1	0	0	3	0	1	0	0	1	0	0	0	0	2	0	2	0	0	0	0	0	0	3	3	4	0	0	2	0	1	0	1	0	2	1	0	1	0	0	0	1	3	1	1	1
ASV_2560	1	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	20	15	2	1	5	3	0	0	1	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_2703	2	2	0	0	1	0	3	0	0	2	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	2	1	2	1	0	1	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	1	1	0	0	1	1	4	0	1	2	0	0
ASV_2896	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	4	2	3	0	0	0	2	0	0	0	5	0	0	3	0	0	1	1	0	2
ASV_3246	0	0	0	1	2	0	2	1	0	1	1	2	0	1	0	0	2	0	0	0	3	0	0	1	1	2	5	0	0	0	0	0	0	2	0	1	1	0	3	0	0	2	0	4	2	1	0	0	0	1	1	1	0	0	0	2	0	0	0	0	0	3	0	0	1	2
ASV_3707	1	1	2	0	1	0	3	0	0	0	0	1	1	0	0	2	1	2	1	0	0	1	0	0	1	0	1	1	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	1	1	0	8	0	1	1	1	0	1	0	0	0	0	1	2	1	2	1	0	0
ASV_2165	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	7	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	9	7	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	1	0	0	0
ASV_2188	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	10	0	0	0	2	0	3	0	0	4	0	0	0	0	0	2	3	1	1	0	3
ASV_2220	0	1	1	0	0	0	1	0	0	2	0	0	1	0	0	0	0	1	0	0	1	1	2	1	2	2	1	0	2	1	0	0	2	0	1	0	0	0	3	3	0	4	0	2	2	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	2
ASV_2284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	16	0	0	0	0	0	0	0
ASV_2305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	10	4	1	2	0	1	0	0	0	0	9	0	0	3	1	3	5	0	1	1
ASV_2306	1	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	19	0	0	6	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_2322	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	7	4	4	4	0	1	0	0	0	2	0	0	0	9	4	3	1	0	3	0
ASV_2343	0	0	1	0	1	0	3	0	0	0	0	0	1	0	2	0	0	2	0	0	0	0	0	0	1	0	3	0	0	1	3	0	0	0	4	3	3	0	0	0	0	0	0	0	0	0	7	0	2	0	0	1	0	1	0	0	0	0	2	0	1	0	0	1	0	0
ASV_2392	0	0	0	2	0	0	0	1	0	0	0	0	1	0	0	3	0	0	0	0	1	0	0	3	3	2	2	2	0	6	1	0	0	0	1	0	0	1	0	5	4	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
ASV_2509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	4	0	7	0	9	2	2	1	0	0	1	0	0
ASV_2531	0	1	1	4	1	0	4	8	0	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	4	0	3	3	0	0	0	1	1	0	2	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_2597	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	3	0	0	0	0	0	0	1	4	0	0	1	0	0	1	2	2	5	1	0	2	1	2	0	0	3	0	0	0	3	0	1
ASV_2616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	2	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	4	0	0	2	1	0	1	4	0	1	1	0	0	0	4	12	0	0	0	0
ASV_2973	1	0	3	1	4	0	0	0	0	0	0	1	0	0	1	0	2	0	0	0	0	0	0	1	2	0	0	0	2	1	0	0	2	2	1	2	0	0	1	0	2	0	0	2	1	2	0	0	0	1	0	0	0	1	2	3	0	0	0	1	0	3	0	0	1	1
ASV_2072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	5	1	0	0	0	5	2	0	0	1	0	0	0	0
ASV_2152	0	0	0	1	0	0	0	0	0	0	0	6	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	2	0	0	0	0	5	0	2	1	2	0	5	1	1	0	3	0	0	4	0	0	5	2	0
ASV_2158	0	0	0	0	0	0	0	0	0	0	0	1	0	0	16	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	8	7	0	1	4	0	0	0	0	0	0	0	0	0
ASV_2257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	6	10	7	20
ASV_2273	0	1	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	1	0	0	0	0	0	1	0	2	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	0	0	2	0	3	0	1	0	3	0	0	0	4	0	1	0	0	1	0	0	1	3	3
ASV_2274	0	0	2	0	5	0	0	0	0	0	0	0	1	3	0	1	2	0	0	1	0	0	0	0	1	0	2	2	0	0	5	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	2	0	1	0	1	0	0	0	0	1	0	0	0	4	1	1	1	1	1
ASV_2278	0	0	0	0	5	0	0	0	4	0	0	0	0	0	0	3	10	0	0	16	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_2294	0	0	0	1	1	0	1	0	0	0	0	1	3	1	6	0	0	0	0	0	0	0	0	0	2	1	0	0	1	0	3	0	0	0	8	2	2	0	1	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	2	0	6	0	0	0	0	0	0	0
ASV_2331	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	2	1	0	1	1	0	5	0	0	3	3	0	0	2	0	0	0	0	2	0	0	0	2	2	6	0	2	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1
ASV_2468	0	4	0	4	0	0	0	1	1	0	0	2	1	0	1	0	1	3	0	1	0	0	0	3	0	3	1	0	0	1	0	1	0	2	0	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0	0	0	0	1	2
ASV_2488	0	1	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	3	2	1	3	2	0	0	0	0	0	0	0	2	1	0	3	6	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ASV_2497	0	0	0	0	1	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0	1	0	0	1	9	0	0	0	0	0	1	0	0	1	10	0	0	2	0	0	0	0	1	0
ASV_2498	0	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	2	0	1	3	4	6	0	0	0	0	3	0	0	0	0	0	1	0	0	3	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1
ASV_2500	0	0	0	0	5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_2582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	3	5	1	0	0	0	2	0	2	0	0	6	0	1	1	1	1	0
ASV_2605	0	0	7	0	0	0	0	0	0	0	2	0	2	0	0	7	0	0	0	0	9	0	0	0	4	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ASV_2717	0	0	4	0	4	0	0	0	8	1	0	1	1	0	1	0	0	2	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	2	0	0	1	0	0	0	0	0	2	0	3	0	0	0	0	0	4	1	0	0	2	0	0	0	1	0	0	0	0	0
ASV_2881	0	0	1	1	0	0	0	0	0	1	0	1	0	2	0	0	1	0	0	0	1	1	0	0	1	0	2	2	1	0	1	0	0	1	0	0	0	1	0	1	0	0	7	1	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	2	0	0	4	0	0	0
ASV_2073	0	0	0	0	0	0	0	4	5	0	0	1	0	1	0	1	2	0	1	0	2	0	0	0	2	0	1	1	1	1	1	1	1	2	2	0	0	1	0	1	1	0	2	0	0	1	0	0	1	0	1	0	0	3	1	0	0	0	0	1	0	0	0	0	0	0
ASV_2132	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	8	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	4	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_2177	0	0	0	1	5	0	0	2	5	0	1	0	1	1	0	1	0	1	0	0	0	0	3	1	2	0	0	0	0	0	0	0	3	0	2	0	0	1	1	0	7	0	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_2180	0	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	2	0	0	0	0	1	1	0	0	1	0	0	3	2	2	0	2	0	2	0	1	2	0	0	0	0	0	0	0	0	1	6	0	0	0	1	3
ASV_2211	0	0	0	0	0	0	0	0	12	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	2	1	1	0	0	0	0	0	1	2	0	1	4	0	0	1	0	2	0	0	0	0
ASV_2247	0	0	0	1	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	1	0	1	0	0	1	0	0	0	0	0	3	0	1	2	2	2	0	0	4	1	0	0	1	0	0	0	0	0	0	0	1	4	0	4
ASV_2299	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	7	1	0	0	3	0	0	1
ASV_2301	1	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	1	0	1	2	1	0	0	6	2	0	0	0	1	0	0	0	0	3	1	0	1	1	2	4	3	0	0	0	0	1	0	1	0	0	2	0	0	0	0	1	1	0	5	0	0	0
ASV_2302	0	0	2	0	0	0	0	0	9	0	0	0	0	0	0	6	0	0	1	0	0	1	1	0	0	0	6	1	0	1	1	0	0	0	1	0	0	3	0	0	2	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	6	0	0	1	0	2	0	0	0	0
ASV_2333	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	10	2	7	0	1	0	0	1	3	5	0	0	3	3	0	5	1	0	1	3	0	0
ASV_2335	2	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	5	0	0	0	0	0	0	0	0	0	0	2	0	0	5	0	0	0	0	2	0	0	7	0	0	0	0	4	4	0	0	0
ASV_2472	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	15	8	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ASV_2479	0	0	1	0	1	0	0	0	0	0	0	0	3	0	0	4	4	2	1	0	2	1	5	0	0	1	0	0	2	2	1	0	0	0	4	0	0	0	0	1	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ASV_2510	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	9	4	0	1	0	0	0	4	2	3	0	3	0	1	0	0	1	0
ASV_2528	0	14	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	23	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_2529	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	4	0	5	2	3	1	8	0	0	0	1	0	0	0	2	3	0	1	2	0	3
ASV_2623	2	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	8	0	0	2	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	5	1	0	0	1	0	0	0	0	1	7	0	0	1	0	1	0	0	4	1	0	1
ASV_2624	2	0	1	0	0	0	1	0	2	0	0	1	0	3	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	4	0	0	0	1	1	1	0	0	0	0	0	0	0	4	1	0	1	2	0	0	2	2	2	0	1	0	0	0	0	1	0	0	0	0	0
ASV_2657	0	0	2	0	1	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	1	1	0	0	2	6	3	1	0	2	2	0	1	0	1	2	2	2	4
ASV_2667	0	0	0	0	0	0	0	0	0	0	0	1	3	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	6	0	0	2	1	0	4	0	0	0	0	0	0	0
ASV_2675	1	0	1	0	0	0	2	0	1	1	0	0	0	0	2	0	0	0	0	0	1	1	0	1	0	0	1	0	0	1	0	0	0	0	1	0	2	1	1	0	0	0	1	4	6	1	0	0	1	0	0	2	1	0	2	1	1	1	4	1	0	1	3	1	0	3
ASV_2990	0	2	1	1	0	0	0	2	0	0	0	0	0	1	0	0	5	0	0	0	0	0	0	3	1	18	1	0	5	1	0	0	1	0	0	1	0	0	1	0	0	2	2	3	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ASV_2122	0	0	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	2	1	0	0	0	1	0	0	2	0	0	2	1	0	1	1	3	2	0	0	0	0	1	1	0	0	2	2	3	0	0	5	2
ASV_2182	0	0	0	0	0	0	1	0	0	0	0	5	0	0	1	0	2	0	0	0	0	0	0	0	1	0	0	1	0	1	0	6	0	7	0	8	2	0	0	2	0	0	0	0	0	1	0	0	0	1	1	1	0	1	0	2	0	3	0	0	0	1	0	1	0	0
ASV_2210	0	0	0	0	1	0	0	0	0	0	0	5	0	3	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	5	6	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	2	1	0	0	2	0	1	0	0	0	2	0	0
ASV_2222	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	6	1	1	0	0	0	0	0	0	3	1	5	0	3	1	0	2	3	2	0	1	0	1	0	3	1	4	1	0	1	0
ASV_2228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_2287	0	0	1	1	0	0	0	1	0	1	0	4	4	1	0	0	0	2	1	0	0	0	0	1	1	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	3	0	0	0	2	1	0	1	0	2	2	1	0	0	0	4	0	0	1	2	0	1
ASV_2303	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0	0	0	3	4	0	0	6	0	0	0	0	1	0	0	0	5	11	3	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_2372	1	1	1	0	1	0	0	1	0	13	0	0	0	0	0	3	3	3	1	0	6	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0
ASV_2399	0	0	0	0	1	0	0	0	0	0	0	3	1	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	8	0	0	0	0	0	0	0	1	1	0	0	2	0	0	1	2	1	0	1	5	2	0	0	0	1	0	0	0	0
ASV_2400	0	0	0	0	0	0	0	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	1	0	0	0	0	2	0	0	3	0	0	8	9	2	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_2410	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	0	5	0	0	0	0	0	0	0	0	0	1	0	2	0	0	1	6	4	0	1	0	0	1	0	0	0	4	0	1	0	0	0	0	3	1	0	2	3
ASV_2417	0	5	1	0	0	0	7	0	0	4	1	0	3	0	0	3	0	3	5	0	2	1	0	0	1	0	0	0	3	0	0	0	0	0	2	0	0	0	0	0	1	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_2418	0	11	0	2	0	0	7	1	0	0	0	0	0	0	0	0	0	0	1	5	0	0	0	2	0	0	0	0	7	5	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ASV_2427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	2	0	1	3	0	0	0	0	0	0	0	0	0	0	4	3	3	8	4	1	1
ASV_2443	0	1	2	0	2	0	1	0	0	4	0	6	5	0	0	1	4	3	2	0	0	0	1	0	0	0	1	0	6	0	0	2	0	3	0	2	0	0	0	1	0	2	0	0	0	2	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1
ASV_2452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	4	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1
ASV_2463	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	3	0	0	1	1	2	0	0	0	1	0	1	0	1	0	2	0	3	3	1	5	1
ASV_2474	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	6	0	1	0	2	0	5	2	0	1	3	3	0	2	1	0	1
ASV_2484	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	3	0	3	0	0	2	6	0	0	0	0	0	0	0	0	1	0	7	0	1	4	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ASV_2532	0	0	0	1	0	0	3	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	2	0	2	0	2	0	3	0	0	0	3	0	0	0	0	0	0	1	4	1	4	1	1	0	0	0	3	1	0	0	1	0	0	0	0	0	3	0	0	3	0	0	0
ASV_2546	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	3	3	9	4	0	2	1	3	0	0	0	0	0	0	0	0	3	3	2	0	1	3
ASV_2573	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	2	0	5	0	0	0	0	0	0	0	0	0	0	0	2	0	4	0	0	0	4	0	6	0	10	0	1	0	0	0	0	1	0
ASV_2588	1	0	0	1	2	0	0	2	5	0	0	1	1	0	0	0	0	0	0	0	5	3	1	1	0	0	0	1	2	0	0	3	3	0	0	0	0	0	0	0	5	0	1	0	0	0	0	0	0	0	0	0	1	2	1	1	0	0	0	0	0	0	0	1	0	0
ASV_2594	0	13	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	2	3	17	0	0	0	1	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_2637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	2	0	1	0	0	1	5	0	0	0	2	1	10	0	0	0	0	0	0	0
ASV_2643	0	0	0	0	0	0	0	0	0	0	0	1	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	1	11	0	0	0	0	0	0	0
ASV_2676	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	1	2	3	0	1	0	3	0	2	0	0	0	7	2	3	1	3	1	1
ASV_2697	0	0	0	1	0	0	1	3	0	0	0	0	0	0	7	0	0	7	0	20	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_2799	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	2	1	2	0	1	1	1	0	1	9	2	4	2	1	0	0	0	0	0
ASV_2811	2	0	0	0	0	0	0	0	0	0	1	0	2	0	0	1	0	5	0	0	0	3	1	1	0	0	0	2	1	4	1	2	4	1	2	0	0	1	0	1	0	0	0	1	1	0	0	0	0	1	0	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0
