OTUID	Kingdom	Phylum	Class	Order	Family	Genus	Species
ASV_223	Bacteria	Proteobacteria	Gammaproteobacteria	R7C24	R7C24	R7C24	uncultured_gamma
ASV_222	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	uncultured	Unassigned
ASV_247	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	uncultured_Bacillus
ASV_215	Bacteria	Chloroflexi	KD4-96	KD4-96	KD4-96	KD4-96	uncultured_bacterium
ASV_251	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	uncultured	uncultured_bacterium
ASV_224	Bacteria	Acidobacteriota	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	Subgroup_10	uncultured_bacterium
ASV_242	Bacteria	Chloroflexi	KD4-96	KD4-96	KD4-96	KD4-96	uncultured_Chloroflexi
ASV_276	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	uncultured	uncultured	uncultured_Acidobacteria
ASV_228	Bacteria	Actinobacteriota	Coriobacteriia	FS118-23B-02	FS118-23B-02	FS118-23B-02	uncultured_bacterium
ASV_239	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	uncultured	uncultured	uncultured_Acidobacteria
ASV_218	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	uncultured	Unassigned
ASV_212	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	uncultured	uncultured	uncultured_Actinomycetales
ASV_253	Bacteria	Methylomirabilota	Methylomirabilia	Rokubacteriales	Rokubacteriales	Rokubacteriales	uncultured_bacterium
ASV_225	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	uncultured_bacterium
ASV_235	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Gallionellaceae	Candidatus_Nitrotoga	uncultured_bacterium
ASV_262	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	uncultured	uncultured_bacterium
ASV_263	Bacteria	Acidobacteriota	Holophagae	Subgroup_7	Subgroup_7	Subgroup_7	uncultured_bacterium
ASV_232	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	uncultured	Unassigned
ASV_236	Bacteria	Chloroflexi	KD4-96	KD4-96	KD4-96	KD4-96	uncultured_bacterium
ASV_281	Bacteria	Chloroflexi	KD4-96	KD4-96	KD4-96	KD4-96	Unassigned
ASV_237	Bacteria	Nitrospinota	P9X2b3D02	P9X2b3D02	P9X2b3D02	P9X2b3D02	uncultured_bacterium
ASV_244	Bacteria	Chloroflexi	Gitt-GS-136	Gitt-GS-136	Gitt-GS-136	Gitt-GS-136	uncultured_bacterium
ASV_286	Bacteria	Chloroflexi	KD4-96	KD4-96	KD4-96	KD4-96	Unassigned
ASV_231	Bacteria	Chloroflexi	Dehalococcoidia	S085	S085	S085	uncultured_bacterium
ASV_248	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	uncultured	uncultured	uncultured_bacterium
ASV_238	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae	Unassigned	Unassigned
ASV_280	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	uncultured_bacterium
ASV_249	Bacteria	Actinobacteriota	MB-A2-108	MB-A2-108	MB-A2-108	MB-A2-108	uncultured_bacterium
ASV_227	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	Ellin6067	uncultured_beta
ASV_259	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	uncultured	uncultured	uncultured_bacterium
ASV_245	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Unassigned
ASV_307	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae	Vicinamibacteraceae	uncultured_bacterium
ASV_362	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	uncultured	uncultured	Unassigned
ASV_246	Bacteria	Bacteroidota	Ignavibacteria	Ignavibacteriales	LD-RB-34	LD-RB-34	uncultured_bacterium
ASV_315	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	uncultured	uncultured	uncultured_bacterium
ASV_234	Bacteria	Acidobacteriota	Aminicenantia	Aminicenantales	Aminicenantales	Aminicenantales	uncultured_bacterium
ASV_314	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	uncultured	uncultured	uncultured_bacterium
ASV_229	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	uncultured	uncultured_Rhizobiales
ASV_255	Bacteria	Acidobacteriota	Vicinamibacteria	Subgroup_17	Subgroup_17	Subgroup_17	uncultured_bacterium
ASV_282	Bacteria	Chloroflexi	KD4-96	KD4-96	KD4-96	KD4-96	uncultured_bacterium
ASV_336	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Unassigned	Unassigned	Unassigned
ASV_230	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Arenimonas	uncultured_bacterium
ASV_257	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Methylophilaceae	Unassigned	uncultured_bacterium
ASV_240	Bacteria	Desulfobacterota	Desulfobaccia	Desulfobaccales	Desulfobaccaceae	Desulfobacca	uncultured_bacterium
ASV_261	Bacteria	Desulfobacterota	Desulfobaccia	Desulfobaccales	Desulfobaccaceae	Desulfobacca	uncultured_bacterium
ASV_275	Bacteria	Methylomirabilota	Methylomirabilia	Methylomirabilales	Methylomirabilaceae	Sh765B-TzT-35	Unassigned
ASV_290	Bacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	uncultured_bacterium
ASV_250	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Phormidiaceae	Tychonema_CCAP_1459-11B	uncultured_bacterium
ASV_256	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	uncultured	uncultured_Gemmatimonadetes
ASV_258	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	uncultured_bacterium
ASV_291	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	uncultured	uncultured	uncultured_bacterium
ASV_241	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Intrasporangiaceae	Unassigned	Unassigned
ASV_287	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylomonadaceae	Methylobacter	Unassigned
ASV_301	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Sutterellaceae	uncultured	uncultured_bacterium
ASV_260	Archaea	Halobacterota	Methanosarcinia	Methanosarciniales	Methanosaetaceae	Methanosaeta	uncultured_archaeon
ASV_243	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Hydrogenophilaceae	Thiobacillus	uncultured_prokaryote
ASV_269	Bacteria	Actinobacteriota	MB-A2-108	MB-A2-108	MB-A2-108	MB-A2-108	uncultured_bacterium
ASV_264	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	Unassigned	uncultured_bacterium
ASV_254	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Hydrogenophilaceae	Thiobacillus	iron-reducing_bacterium
ASV_295	Bacteria	Proteobacteria	Alphaproteobacteria	Defluviicoccales	Defluviicoccaceae	Defluviicoccus	uncultured_bacterium
ASV_343	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	uncultured_bacterium
ASV_284	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	uncultured	uncultured_bacterium
ASV_347	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	uncultured	uncultured	uncultured_bacterium
ASV_265	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	uncultured_bacterium
ASV_268	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	uncultured	metagenome
ASV_267	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Pseudolabrys	uncultured_Bradyrhizobiaceae
ASV_277	Bacteria	Acidobacteriota	Vicinamibacteria	Subgroup_17	Subgroup_17	Subgroup_17	uncultured_bacterium
ASV_310	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	67-14	uncultured_bacterium
ASV_266	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	Unassigned	Unassigned
ASV_288	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	uncultured	uncultured	Unassigned
ASV_270	Bacteria	Acidobacteriota	Vicinamibacteria	Subgroup_17	Subgroup_17	Subgroup_17	uncultured_bacterium
ASV_279	Bacteria	Actinobacteriota	MB-A2-108	MB-A2-108	MB-A2-108	MB-A2-108	uncultured_bacterium
ASV_305	Bacteria	Acidobacteriota	Blastocatellia	Pyrinomonadales	Pyrinomonadaceae	RB41	uncultured_bacterium
ASV_272	Bacteria	Desulfobacterota	Desulfuromonadia	Desulfuromonadia	Desulfuromonadaceae	Desulfuromonas	uncultured_delta
ASV_271	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidetes_vadinHA17	Bacteroidetes_vadinHA17	uncultured_bacterium
ASV_273	Bacteria	Desulfobacterota	Syntrophia	Syntrophales	Smithellaceae	Smithella	uncultured_bacterium
ASV_329	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Rhizobacter	uncultured_Comamonadaceae
ASV_285	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	uncultured_bacterium
ASV_274	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	uncultured	uncultured_bacterium
ASV_304	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	MND1	uncultured_bacterium
ASV_318	Bacteria	NB1-j	NB1-j	NB1-j	NB1-j	NB1-j	Unassigned
ASV_349	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	uncultured	Unassigned
ASV_322	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Aeromicrobium	uncultured_bacterium
ASV_300	Bacteria	Desulfobacterota	Desulfuromonadia	Geobacterales	Geobacteraceae	Geobacter	uncultured_bacterium
ASV_293	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	67-14	uncultured_bacterium
ASV_338	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	uncultured	metagenome
ASV_278	Bacteria	Actinobacteriota	RBG-16-55-12	RBG-16-55-12	RBG-16-55-12	RBG-16-55-12	uncultured_bacterium
ASV_313	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	Unassigned
ASV_296	Bacteria	Nitrospirota	Nitrospiria	Nitrospirales	Nitrospiraceae	Nitrospira	uncultured_bacterium
ASV_289	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidetes_vadinHA17	Bacteroidetes_vadinHA17	Unassigned
ASV_298	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	uncultured	uncultured	uncultured_bacterium
ASV_319	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Cellulomonadaceae	Cellulomonas	Unassigned
ASV_309	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Unassigned
ASV_392	Bacteria	Proteobacteria	Alphaproteobacteria	Defluviicoccales	Defluviicoccaceae	Defluviicoccus	uncultured_bacterium
ASV_303	Bacteria	Chloroflexi	Anaerolineae	Ardenticatenales	uncultured	uncultured	uncultured_bacterium
ASV_345	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Unassigned	Unassigned	Unassigned
ASV_320	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidetes_vadinHA17	Bacteroidetes_vadinHA17	Unassigned
ASV_327	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	Candidatus_Accumulibacter	Unassigned
ASV_308	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Rhodoplanes	Unassigned
ASV_297	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Candidatus_Udaeobacter	uncultured_bacterium
ASV_352	Bacteria	Acidobacteriota	Holophagae	Subgroup_7	Subgroup_7	Subgroup_7	uncultured_bacterium
ASV_292	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Candidatus_Udaeobacter	uncultured_bacterium
ASV_316	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Unassigned	Unassigned	Unassigned
ASV_325	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	uncultured	uncultured	uncultured_bacterium
ASV_283	Archaea	Crenarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	Nitrososphaeraceae	uncultured_archaeon
ASV_326	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	uncultured	uncultured_bacterium
ASV_363	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	uncultured_bacterium
ASV_376	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	67-14	uncultured_bacterium
ASV_361	Bacteria	Chloroflexi	KD4-96	KD4-96	KD4-96	KD4-96	Unassigned
ASV_364	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Ramlibacter	uncultured_Comamonadaceae
ASV_294	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	966-1	uncultured_beta
ASV_302	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	uncultured_bacterium
ASV_306	Bacteria	Acidobacteriota	Acidobacteriae	GOUTB8	GOUTB8	GOUTB8	Unassigned
ASV_354	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Unassigned	Unassigned	Unassigned
ASV_395	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	Unassigned	Unassigned
ASV_356	Bacteria	Chloroflexi	KD4-96	KD4-96	KD4-96	KD4-96	uncultured_bacterium
ASV_378	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae	Vicinamibacteraceae	Unassigned
ASV_332	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidetes_vadinHA17	Bacteroidetes_vadinHA17	Unassigned
ASV_367	Bacteria	Actinobacteriota	Acidimicrobiia	Actinomarinales	uncultured	uncultured	uncultured_bacterium
ASV_335	Bacteria	Methylomirabilota	Methylomirabilia	Rokubacteriales	Rokubacteriales	Rokubacteriales	uncultured_bacterium
ASV_348	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Unassigned	uncultured_bacterium
ASV_299	Bacteria	Desulfobacterota	Syntrophobacteria	Syntrophobacterales	uncultured	uncultured	Unassigned
ASV_328	Bacteria	Chloroflexi	KD4-96	KD4-96	KD4-96	KD4-96	uncultured_bacterium
ASV_353	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	uncultured_bacterium
ASV_312	Archaea	Crenarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	Nitrososphaeraceae	uncultured_archaeon
ASV_323	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	uncultured	uncultured	uncultured_actinobacterium
ASV_317	Bacteria	Proteobacteria	Alphaproteobacteria	Azospirillales	Azospirillaceae	Skermanella	uncultured_bacterium
ASV_368	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	uncultured	uncultured_Alphaproteobacteria
ASV_377	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Lentimicrobiaceae	Lentimicrobiaceae	Unassigned
ASV_386	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	uncultured	Unassigned
ASV_369	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Candidatus_Udaeobacter	uncultured_Verrucomicrobia
ASV_370	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	uncultured	uncultured	uncultured_bacterium
ASV_311	Bacteria	Actinobacteriota	MB-A2-108	MB-A2-108	MB-A2-108	MB-A2-108	uncultured_bacterium
ASV_334	Bacteria	Chloroflexi	Anaerolineae	RBG-13-54-9	RBG-13-54-9	RBG-13-54-9	uncultured_bacterium
ASV_407	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methyloligellaceae	uncultured	uncultured_bacterium
ASV_330	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	SC-I-84	SC-I-84	uncultured_bacterium
ASV_340	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	uncultured_bacterium
ASV_331	Bacteria	Desulfobacterota	Desulfobulbia	Desulfobulbales	Desulfocapsaceae	Desulfocapsa	uncultured_bacterium
ASV_360	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	Unassigned
ASV_346	Bacteria	Actinobacteriota	MB-A2-108	MB-A2-108	MB-A2-108	MB-A2-108	Unassigned
ASV_344	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Bradyrhizobium	uncultured_bacterium
ASV_379	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	uncultured	uncultured	uncultured_bacterium
ASV_321	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	uncultured	uncultured_bacterium
ASV_350	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Rhodoferax	Albidiferax_ferrireducens
ASV_324	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Intrasporangiaceae	Oryzihumus	uncultured_bacterium
ASV_391	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Nakamurellaceae	Nakamurella	Unassigned
ASV_382	Bacteria	Chloroflexi	KD4-96	KD4-96	KD4-96	KD4-96	uncultured_bacterium
ASV_341	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Janthinobacterium	Janthinobacterium_sp.
ASV_355	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	uncultured	uncultured	Unassigned
ASV_333	Archaea	Crenarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	Nitrososphaeraceae	uncultured_archaeon
ASV_455	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	uncultured	uncultured	uncultured_bacterium
ASV_337	Archaea	Halobacterota	Methanosarcinia	Methanosarciniales	Methanoperedenaceae	Candidatus_Methanoperedens	uncultured_archaeon
ASV_418	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Sporosarcina	Sporosarcina_sp.
ASV_342	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Hyphomicrobium	uncultured_bacterium
ASV_339	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Sulfuricellaceae	Sulfuricella	uncultured_bacterium
ASV_365	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcaceae	Romboutsia	uncultured_bacterium
ASV_358	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Unassigned	Unassigned
ASV_381	Bacteria	Chloroflexi	KD4-96	KD4-96	KD4-96	KD4-96	uncultured_bacterium
ASV_371	Bacteria	Chloroflexi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV_384	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	uncultured	uncultured_anaerobic
ASV_415	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Rhizobacter	uncultured_bacterium
ASV_389	Bacteria	Acidobacteriota	Holophagae	Subgroup_7	Subgroup_7	Subgroup_7	uncultured_bacterium
ASV_351	Bacteria	Chloroflexi	Dehalococcoidia	S085	S085	S085	uncultured_bacterium
ASV_366	Bacteria	Firmicutes	Bacilli	Exiguobacterales	Exiguobacteraceae	Exiguobacterium	Unassigned
ASV_373	Bacteria	Proteobacteria	Alphaproteobacteria	Defluviicoccales	Defluviicoccaceae	Defluviicoccus	Unassigned
ASV_403	Bacteria	Chloroflexi	Anaerolineae	RBG-13-54-9	RBG-13-54-9	RBG-13-54-9	uncultured_bacterium
ASV_499	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	uncultured	uncultured	uncultured_bacterium
ASV_400	Bacteria	Chloroflexi	KD4-96	KD4-96	KD4-96	KD4-96	uncultured_bacterium
ASV_374	Bacteria	Acidobacteriota	Vicinamibacteria	Subgroup_17	Subgroup_17	Subgroup_17	uncultured_bacterium
ASV_404	Bacteria	Proteobacteria	Alphaproteobacteria	uncultured	uncultured	uncultured	uncultured_bacterium
ASV_357	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Alcaligenaceae	Castellaniella	Unassigned
ASV_383	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	67-14	Unassigned
ASV_429	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	uncultured	uncultured	Unassigned
ASV_359	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Unassigned	Unassigned
ASV_372	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	67-14	uncultured_bacterium
ASV_385	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	RBG-16-58-14	uncultured_bacterium
ASV_435	Bacteria	Nitrospinota	P9X2b3D02	P9X2b3D02	P9X2b3D02	P9X2b3D02	uncultured_soil
ASV_398	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	A21b	A21b	Unassigned
ASV_457	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	uncultured	uncultured	Unassigned
ASV_408	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	67-14	uncultured_bacterium
ASV_517	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidetes_vadinHA17	Bacteroidetes_vadinHA17	uncultured_bacterium
ASV_399	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	Unassigned	uncultured_bacterium
ASV_460	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	67-14	uncultured_bacterium
ASV_375	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	67-14	uncultured_bacterium
ASV_390	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales_Incertae_Sedis	Bauldia	uncultured_bacterium
ASV_387	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Unassigned
ASV_388	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	uncultured	uncultured	uncultured_bacterium
ASV_458	Bacteria	Methylomirabilota	Methylomirabilia	Rokubacteriales	Rokubacteriales	Rokubacteriales	uncultured_bacterium
ASV_439	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Sporichthyaceae	uncultured	uncultured_actinobacterium
ASV_472	Bacteria	Actinobacteriota	Thermoleophilia	uncultured	uncultured	uncultured	uncultured_bacterium
ASV_474	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	uncultured_bacterium
ASV_425	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	uncultured	uncultured	uncultured_Alphaproteobacteria
ASV_483	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Unassigned	uncultured_bacterium
ASV_410	Bacteria	Proteobacteria	Gammaproteobacteria	MBMPE27	MBMPE27	MBMPE27	uncultured_bacterium
ASV_430	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	CL500-29_marine_group	Unassigned
ASV_380	Bacteria	Campilobacterota	Campylobacteria	Campylobacterales	Sulfurimonadaceae	Sulfurimonas	uncultured_bacterium
ASV_438	Bacteria	Actinobacteriota	MB-A2-108	MB-A2-108	MB-A2-108	MB-A2-108	Unassigned
ASV_442	Archaea	Crenarchaeota	Bathyarchaeia	Bathyarchaeia	Bathyarchaeia	Bathyarchaeia	Unassigned
ASV_394	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Unassigned	Unassigned
ASV_405	Bacteria	Chloroflexi	JG30-KF-CM66	JG30-KF-CM66	JG30-KF-CM66	JG30-KF-CM66	uncultured_bacterium
ASV_422	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium_sensu_stricto_1	Clostridium_sp.
ASV_401	Bacteria	Caldisericota	Caldisericia	Caldisericales	Caldisericaceae	Caldisericum	uncultured_bacterium
