OTUID	PL_1	PL_10	PL_11	PL_12	PL_13	PL_15	PL_16	PL_17	PL_18	PL_19	PL_2	PL_20	PL_21	PL_22	PL_24	PL_3	PL_4	PL_5	PL_6	PL_7	PL_8	PL_9	SUB_1	SUB_10	SUB_11	SUB_12	SUB_13	SUB_15	SUB_16	SUB_17	SUB_18	SUB_19	SUB_2	SUB_20	SUB_21	SUB_22	SUB_24	SUB_3	SUB_4	SUB_5	SUB_6	SUB_7	SUB_8	SUB_9	SUR_1	SUR_10	SUR_11	SUR_12	SUR_13	SUR_15	SUR_16	SUR_17	SUR_18	SUR_19	SUR_2	SUR_20	SUR_21	SUR_22	SUR_24	SUR_3	SUR_4	SUR_5	SUR_6	SUR_7	SUR_8	SUR_9
ASV_1347	0	1	0	1	0	0	0	1	0	0	0	0	0	0	1	1	2	0	0	0	0	0	0	6	0	5	3	6	0	1	1	0	0	1	0	2	1	1	2	0	0	1	9	6	1	16	1	4	18	2	2	15	0	5	0	4	1	9	1	4	14	3	6	7	16	6
ASV_1404	2	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	2	2	0	1	0	0	0	0	0	0	0	0	1	0	0	0	2	0	2	0	0	0	11	2	3	2	0	14	0	0	4	5	1	0	43	4	0	4	1	1	6	2	10	18	14	26
ASV_1405	1	1	4	3	2	0	0	2	0	0	0	1	1	0	0	6	1	1	0	3	1	0	0	2	1	3	4	0	4	2	0	2	1	2	15	0	0	18	9	2	2	11	6	26	1	0	2	4	2	3	5	2	0	0	0	5	1	0	0	4	4	2	2	0	8	5
ASV_1180	15	1	6	3	0	0	0	0	0	0	0	0	1	0	0	19	0	2	3	0	1	3	13	4	11	0	1	4	1	9	8	0	23	0	0	0	0	12	2	5	29	0	1	2	2	0	0	0	2	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0
ASV_1264	0	0	2	0	0	0	1	0	0	3	0	8	1	0	2	1	1	5	1	0	0	0	0	0	0	0	0	0	0	0	0	59	0	31	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	20	0	9	0	31	6	0	1	1	0	0	0	0
ASV_1322	5	2	1	8	1	6	0	6	0	2	0	3	0	1	4	0	1	4	1	0	0	0	1	0	2	2	0	1	5	2	0	3	4	5	0	0	5	2	1	0	2	0	3	10	7	7	0	2	0	1	3	6	0	4	13	0	0	8	3	4	7	12	4	3	6	3
ASV_1369	1	0	1	4	1	0	1	1	0	10	0	9	1	2	1	3	4	0	0	1	1	3	0	0	2	0	1	15	5	7	2	4	0	2	3	9	2	2	7	2	0	2	6	10	1	3	1	5	1	2	4	5	1	2	4	3	4	7	1	1	2	1	1	5	2	5
ASV_1468	1	0	0	2	2	0	0	1	0	1	0	5	0	0	0	0	0	0	0	1	0	0	0	5	3	1	6	1	3	0	1	15	0	7	0	8	10	0	5	2	0	0	2	0	2	0	2	11	7	1	4	7	0	6	8	5	0	9	0	3	11	15	4	0	5	4
ASV_1163	7	8	2	2	2	0	0	2	0	0	0	0	0	2	0	5	8	2	2	0	1	0	6	8	2	2	2	2	5	13	0	0	9	0	0	0	0	19	5	0	23	2	4	27	3	0	0	0	0	0	2	0	0	0	5	0	0	0	0	1	0	0	0	0	1	1
ASV_1185	14	0	4	3	9	0	0	0	1	0	2	0	3	2	0	14	2	2	4	0	4	6	4	1	11	0	12	1	0	4	0	0	3	0	2	0	0	36	2	3	34	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ASV_1222	0	2	4	5	3	0	1	0	0	0	1	0	1	0	0	16	3	1	0	1	3	2	0	13	1	1	8	12	2	6	0	0	1	0	2	0	0	31	6	7	6	3	13	12	0	1	0	4	0	2	6	2	0	0	0	0	2	0	0	0	0	0	0	0	0	1
ASV_1234	28	2	0	1	0	0	0	0	0	0	3	0	0	0	0	10	0	6	0	0	4	5	13	11	1	1	0	2	0	0	0	0	31	0	0	0	0	23	3	1	16	0	6	4	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	5	2	1	1
ASV_1297	0	27	2	4	2	0	1	2	0	1	0	0	1	0	0	12	10	7	12	20	2	0	0	7	5	13	0	2	5	2	0	0	2	0	0	0	0	3	10	2	14	0	7	9	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1300	0	1	3	2	1	0	1	2	0	9	0	22	0	4	1	0	0	0	1	2	0	0	0	0	1	0	1	0	6	0	0	15	0	27	0	18	4	0	8	0	0	4	3	0	0	0	1	4	1	9	2	8	0	3	0	6	0	5	1	1	3	0	0	2	1	2
ASV_1321	5	15	3	5	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	3	4	8	31	0	2	10	14	5	0	2	19	0	3	0	0	2	5	1	0	0	4	6	3	2	8	0	0	1	0	1	2	0	7	1	0	0	0	1	0	1	2	0	2	5
ASV_1427	12	1	0	0	5	0	0	0	0	0	1	0	0	0	0	4	2	1	2	4	2	0	10	3	0	4	2	0	4	5	0	0	19	0	0	0	0	5	7	1	4	5	2	52	1	2	0	4	0	0	6	0	0	0	1	0	0	0	0	0	0	0	2	0	8	4
ASV_1479	2	21	3	2	4	0	0	1	0	2	0	4	0	3	1	38	6	6	14	0	0	3	3	4	1	1	2	11	1	4	0	0	5	1	1	1	2	11	0	0	5	1	3	10	0	0	1	0	1	1	1	0	1	0	0	0	1	1	0	1	0	0	0	0	0	0
ASV_1523	2	0	1	0	0	4	0	0	2	0	0	6	0	0	1	0	1	0	0	0	0	0	0	0	0	0	2	1	0	0	9	1	0	2	2	1	11	1	5	0	0	0	0	0	3	3	1	1	6	2	0	11	8	3	5	8	6	30	2	3	33	1	0	3	2	2
ASV_1186	0	1	1	0	0	0	0	0	0	0	0	5	0	0	9	0	0	0	0	0	2	0	0	1	2	0	1	1	0	0	0	0	0	0	0	24	32	0	0	0	1	0	2	0	8	2	7	1	0	2	0	3	1	4	1	1	0	23	16	4	5	13	0	8	2	1
ASV_1251	0	3	2	3	3	0	2	2	0	3	0	5	0	0	1	0	0	1	0	2	0	0	0	5	5	1	2	2	8	4	0	20	0	15	3	5	7	0	11	1	0	1	0	4	3	5	0	4	0	3	5	4	0	0	6	8	0	7	7	0	2	1	0	1	3	4
ASV_1305	4	1	0	2	0	0	0	1	0	0	0	4	0	5	0	0	1	0	1	0	2	1	1	6	1	3	0	3	2	0	0	2	4	3	0	0	1	3	4	1	2	2	20	11	9	12	1	6	1	2	6	9	0	0	12	0	0	0	0	1	13	3	3	4	5	6
ASV_1368	1	0	3	0	2	0	0	0	46	0	0	1	1	1	0	1	0	0	0	0	2	0	2	3	0	1	10	1	1	1	22	1	4	2	28	0	0	23	0	11	4	0	7	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	1	0	0	0	0	0	0
ASV_1375	65	0	0	0	0	0	0	0	0	0	5	0	0	0	0	28	6	0	24	1	2	4	8	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	2	0	15	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1473	0	1	14	2	5	0	1	0	0	0	0	0	1	0	0	4	0	1	0	0	0	0	0	0	34	17	6	23	0	3	27	0	0	0	8	0	0	4	2	1	0	2	1	0	0	0	9	0	0	4	2	0	0	0	0	0	0	0	0	6	0	1	3	0	0	2
ASV_1520	0	0	2	2	0	0	1	0	0	17	0	2	0	1	0	1	0	4	5	0	1	1	0	0	2	0	2	2	0	1	3	50	1	10	2	0	0	2	0	0	1	0	0	1	0	0	7	0	4	0	2	1	0	41	0	8	2	4	0	1	0	0	0	0	0	0
ASV_1216	0	0	2	3	4	0	0	0	54	0	0	1	4	24	0	0	0	0	0	1	3	0	0	0	6	1	3	3	2	5	4	8	0	2	8	0	0	1	0	6	0	0	0	0	1	0	0	2	3	0	0	1	6	17	0	0	4	0	0	1	1	1	1	0	0	0
ASV_1280	0	0	6	2	3	0	2	2	0	1	1	1	2	0	0	1	5	2	0	0	1	0	0	0	5	1	3	1	7	1	1	5	0	11	14	5	1	0	4	1	0	2	1	0	0	3	7	1	9	6	4	3	0	0	1	22	1	0	1	6	1	7	0	2	16	1
ASV_1296	0	1	0	0	0	0	1	0	31	0	0	0	2	23	3	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	4	0	0	0	3	0	3	1	0	0	0	0	0	0	0	0	6	0	17	1	8	2	8	8	0	4	28	7	14	3	1	0	0	1	0	0
ASV_1317	0	0	0	0	1	0	2	0	0	0	0	6	2	2	15	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	5	0	2	3	1	18	0	0	0	0	0	0	0	0	4	4	4	2	7	0	6	1	19	0	30	2	5	28	2	4	1	0	2	2	0
ASV_1334	0	2	2	0	0	0	0	1	0	0	0	5	0	1	1	0	0	0	0	1	0	2	0	3	1	0	0	1	4	0	0	0	5	3	0	2	0	0	0	0	3	1	14	0	3	8	2	4	1	9	2	2	0	10	19	5	0	0	0	2	5	5	3	19	13	19
ASV_1342	0	0	2	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0
ASV_1394	1	4	0	1	0	0	0	0	0	0	0	3	0	1	0	2	1	0	0	0	0	0	0	4	2	1	2	3	0	1	0	0	0	1	0	4	7	0	2	0	0	0	2	0	4	7	13	12	12	15	0	9	2	1	0	6	2	5	0	6	21	11	2	5	6	2
ASV_1444	0	15	0	13	0	0	11	5	0	6	1	26	12	3	0	4	32	15	17	0	0	0	0	0	0	7	0	6	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0
ASV_1447	3	1	1	0	8	0	3	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	5	5	1	2	14	0	0	1	2	0	0	2	0	0	11	6	1	0	1	5	0	1	3	8	1	8	1	0	2	3	3	0	0	4	6	1	7	4	20	10	12	9	6
ASV_1556	23	1	3	4	2	0	2	2	4	16	0	13	0	8	3	1	5	1	0	0	1	1	0	1	1	1	0	0	2	1	2	3	0	0	0	1	9	0	1	0	0	1	3	2	3	4	1	5	4	3	3	3	0	4	7	2	3	1	9	3	3	0	1	0	5	1
ASV_1301	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	7	0	32	0	1	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1307	0	0	1	0	0	0	1	0	0	0	0	5	0	2	5	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	4	0	0	17	0	0	0	0	0	0	0	0	0	14	1	5	1	0	0	2	9	0	36	0	11	65	0	0	0	0	0	0	0
ASV_1349	0	2	0	0	0	0	1	0	0	4	0	12	3	1	0	1	3	0	1	1	2	0	0	2	0	0	2	1	0	1	3	1	0	0	5	1	19	0	1	0	0	0	0	0	3	1	1	3	9	2	1	9	12	7	3	3	9	15	7	4	5	4	1	7	1	8
ASV_1355	8	0	6	0	1	0	2	0	0	3	0	0	0	0	0	4	1	0	2	8	2	1	5	0	11	0	3	2	2	3	0	0	10	0	0	0	0	1	7	0	0	10	20	15	1	4	0	3	0	1	9	3	0	2	4	1	0	0	0	2	4	0	4	4	2	11
ASV_1396	0	3	5	16	12	0	3	6	3	2	0	0	0	6	0	4	11	9	0	41	0	0	0	2	19	4	2	1	7	8	0	2	0	1	0	0	0	0	7	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3
ASV_1465	7	1	3	1	0	0	0	0	8	0	0	0	0	0	0	0	1	0	0	0	0	0	5	1	7	0	2	0	0	1	7	0	3	0	12	0	0	5	0	2	5	0	0	1	4	8	9	1	17	2	1	0	2	2	1	0	18	3	1	10	3	22	3	1	2	0
ASV_1221	1	1	0	2	0	0	1	0	0	3	0	2	0	0	0	0	3	8	3	0	0	0	0	3	0	0	0	2	0	0	2	4	0	3	0	4	0	0	3	1	1	2	5	1	0	3	1	16	2	6	0	5	3	28	4	8	1	8	0	4	10	2	0	7	12	6
ASV_1231	2	0	0	0	1	0	2	1	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	9	1	0	0	0	1	1	0	0	0	0	0	0	0	2	1	1	0	3	7	17	0	10	28	0	3	0	66	8	2	1	0	1	2	0	1
ASV_1245	0	0	0	2	2	0	3	1	0	0	0	0	0	0	0	0	0	0	4	5	1	2	0	1	0	7	2	2	18	12	0	0	0	0	0	0	0	1	1	0	2	7	31	8	0	0	0	4	0	1	20	0	0	0	0	0	1	0	0	0	1	1	10	7	13	11
ASV_1255	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	155	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
ASV_1273	1	1	0	1	0	0	0	0	0	0	0	2	1	2	0	1	0	4	0	0	0	0	0	0	4	0	5	5	0	1	23	5	0	0	8	0	0	5	7	1	1	0	3	1	0	3	4	0	4	1	0	3	10	6	0	1	8	0	0	16	0	27	13	0	1	2
ASV_1281	1	0	0	1	1	0	0	1	0	0	0	0	0	2	0	0	7	0	0	0	1	0	0	5	0	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	8	9	7	15	5	21	0	4	0	6	2	1	0	1	1	16	14	17	1	3	16	10
ASV_1291	0	0	0	0	0	0	0	0	0	3	0	13	1	0	16	0	0	3	0	9	1	0	0	0	0	0	0	0	0	0	0	19	0	60	0	14	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	4	28	0	0	0	0	0	0	0
ASV_1295	0	2	4	6	24	0	1	2	0	0	0	0	0	0	0	12	0	3	3	90	1	0	0	0	11	0	1	0	0	6	0	0	0	0	0	0	0	0	9	2	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1326	1	0	1	0	0	0	0	1	0	4	0	1	108	6	1	2	0	2	16	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	3	0	5	0	0	2	0	3	0	0	0	2	0	0	0	0	5	0	0	5	2	4	2	0	0	0	1	2	0
ASV_1360	0	4	0	13	0	0	4	5	0	2	0	1	1	0	6	0	1	2	0	6	0	0	0	1	2	0	2	23	16	17	1	2	0	1	1	2	22	2	1	13	0	0	0	0	0	0	3	0	1	2	3	2	0	5	0	2	0	6	4	1	0	1	0	0	0	0
ASV_1378	0	1	2	29	7	0	3	10	0	1	0	2	0	3	3	0	2	0	5	3	0	0	0	0	5	0	7	4	4	5	1	15	0	3	0	14	41	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	5	0	0	0	0	0	0	0	0
ASV_1461	13	2	1	0	2	0	0	0	0	0	0	0	1	2	0	21	3	0	1	0	12	3	21	9	1	0	1	2	1	1	0	0	28	0	0	0	0	14	0	0	31	1	0	8	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1258	0	2	9	15	2	0	12	23	0	5	0	2	2	1	0	0	8	26	1	66	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ASV_1284	2	0	5	0	0	0	0	0	0	1	1	4	1	3	0	1	4	3	3	1	1	0	1	1	8	0	2	1	0	0	2	7	0	14	0	5	9	2	4	0	0	0	0	0	2	8	3	1	4	4	0	3	1	13	7	8	10	3	0	9	6	3	4	1	2	2
ASV_1327	9	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	2	0	1	0	1	1	1	3	0	2	3	1	0	3	4	0	0	1	3	0	3	0	2	0	0	1	7	3	9	24	4	6	5	4	9	4	1	1	9	2	2	0	0	5	6	9	5	6	5	9
ASV_1493	1	6	1	5	0	0	5	7	0	3	1	2	0	1	0	4	5	6	5	15	0	0	0	2	0	2	0	0	14	16	0	1	0	8	0	1	0	0	9	1	0	3	0	4	0	5	0	0	2	2	19	5	0	0	0	0	0	0	2	5	7	2	0	0	0	3
ASV_1496	2	1	7	6	1	0	1	0	0	1	0	5	0	0	0	0	3	0	1	0	1	0	1	3	15	3	4	17	0	4	2	4	1	5	1	3	1	1	7	1	0	0	1	0	3	5	5	2	9	11	0	7	0	2	0	3	1	2	0	6	9	1	0	3	2	6
ASV_1539	1	2	2	4	4	0	0	0	0	0	0	0	0	1	0	0	2	5	2	15	3	4	0	6	6	6	4	0	5	3	0	0	7	0	0	0	0	0	8	1	1	4	4	14	3	10	8	5	1	0	6	4	0	0	3	1	0	0	0	1	2	3	5	0	8	6
ASV_1215	6	0	1	2	1	0	0	0	0	0	0	1	0	0	0	0	1	2	0	0	1	1	0	0	0	0	8	1	1	0	0	0	0	0	3	1	3	1	1	0	1	4	4	0	1	6	4	10	17	6	0	4	0	0	13	4	1	0	0	19	7	8	5	17	9	4
ASV_1259	0	0	3	4	18	0	0	0	0	0	0	0	7	0	0	7	2	6	0	1	3	1	0	2	12	1	1	25	1	3	0	0	0	0	12	1	0	12	15	11	1	1	15	2	0	0	0	1	0	1	3	0	0	0	0	0	0	0	0	0	0	3	1	1	0	2
ASV_1314	0	0	28	2	21	0	0	7	0	10	0	17	0	0	0	17	0	20	8	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1316	0	0	0	2	3	0	1	1	13	2	0	5	1	3	1	0	0	1	1	4	0	0	0	1	0	0	0	0	2	3	1	44	0	40	0	3	13	0	1	1	0	0	0	0	0	0	1	0	0	6	5	1	0	2	1	6	0	7	2	0	0	0	0	1	0	0
ASV_1338	17	2	7	7	10	0	5	1	0	2	2	0	2	0	0	15	2	1	13	1	9	8	2	0	2	0	2	19	2	4	1	1	0	1	4	0	0	6	0	3	5	1	2	0	0	0	0	1	1	0	1	1	0	2	0	0	2	0	0	4	2	5	0	1	0	0
ASV_1340	0	2	0	5	0	0	1	15	0	2	0	1	0	0	0	0	1	1	0	8	0	1	0	0	0	1	1	2	3	10	0	4	0	6	0	0	4	0	12	1	0	5	10	2	0	0	0	8	1	2	11	7	0	1	0	0	0	0	0	0	20	0	0	11	16	4
ASV_1361	0	3	1	7	1	0	3	1	0	1	0	9	2	0	2	2	8	8	1	5	0	0	0	3	5	5	0	1	5	1	2	39	2	21	1	4	4	0	0	0	0	2	0	0	0	0	0	2	2	3	4	3	0	1	4	2	0	1	2	1	1	0	0	1	3	0
ASV_1386	2	2	2	2	4	0	0	0	10	1	0	2	2	8	0	6	1	0	1	0	0	0	0	4	3	3	9	29	0	5	15	20	2	3	7	0	0	9	1	3	2	1	4	2	0	0	0	0	0	4	0	1	3	2	0	0	0	0	0	0	0	2	2	0	0	0
ASV_1486	4	1	0	0	2	0	4	0	7	3	0	1	0	0	0	1	0	0	1	0	0	0	0	2	0	0	1	0	0	0	25	1	2	3	3	0	0	2	3	1	1	0	1	0	1	4	0	3	19	1	4	3	2	8	3	0	8	0	0	19	13	3	1	2	7	9
ASV_1546	5	0	1	0	0	0	17	0	0	0	0	0	1	0	0	0	0	0	2	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	4	1	0	0	50	0	0	0	0	5	42	1	3	3	31	3
ASV_1681	1	4	0	6	1	0	0	3	0	0	0	0	0	1	0	0	4	1	5	1	0	0	0	2	1	8	1	5	4	8	1	4	0	5	0	0	0	0	5	0	0	0	0	0	0	9	0	3	4	4	11	15	0	21	4	9	0	1	1	1	18	3	0	2	2	0
ASV_1238	0	0	1	1	1	0	0	0	0	0	0	4	0	1	0	0	1	2	0	0	0	0	0	3	2	0	1	0	0	2	0	1	0	3	2	8	13	0	1	0	0	0	2	0	0	2	2	12	5	7	11	20	0	3	0	9	0	7	1	5	22	2	0	5	10	6
ASV_1263	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	2	0	1	0	0	0	1	0	2	0	0	0	0	2	0	2	0	0	1	9	0	0	4	2	12	4	1	3	15	3	2	0	0	0	0	0	2	35	10	4	25	19	10
ASV_1294	4	0	0	0	0	0	1	1	10	0	0	1	0	8	5	0	5	0	0	0	2	1	0	2	0	0	2	0	0	0	0	1	0	1	0	1	0	0	2	0	0	1	0	2	12	6	5	1	4	3	10	4	1	23	2	11	0	3	15	3	9	10	1	0	3	2
ASV_1333	0	1	2	0	0	0	4	2	0	1	0	6	0	1	0	0	8	1	0	2	0	0	0	3	0	1	1	0	3	1	1	1	0	11	3	3	0	0	14	0	0	4	1	2	0	7	0	4	5	5	16	4	0	0	0	19	0	0	3	6	11	3	0	0	17	1
ASV_1377	2	2	2	0	3	0	0	0	0	0	0	1	1	1	0	2	2	10	11	1	26	1	0	1	2	2	3	9	0	11	7	1	6	0	7	0	0	8	9	9	13	0	2	1	0	2	0	0	0	0	1	0	2	8	0	1	1	1	0	0	1	3	0	0	1	1
ASV_1372	0	0	0	0	0	0	0	3	8	0	0	5	0	2	0	0	1	0	2	0	1	0	0	1	2	1	8	3	0	0	2	3	0	6	5	1	3	1	6	0	0	0	5	0	0	2	1	7	10	5	3	19	2	1	2	2	1	1	0	9	25	4	1	6	3	4
ASV_1399	4	3	5	0	4	0	2	2	0	5	0	0	0	2	0	5	0	3	0	2	0	0	2	4	8	8	4	4	3	12	0	0	18	0	7	0	0	1	53	4	0	0	0	1	0	1	0	1	0	1	0	2	0	0	0	0	0	0	0	0	2	4	0	0	0	0
ASV_1466	1	0	1	2	1	0	0	0	0	0	0	1	0	0	0	0	3	1	0	0	0	1	0	1	0	2	4	1	9	0	0	2	0	3	0	6	3	0	9	0	0	1	2	1	3	6	1	15	7	2	10	5	1	2	0	4	1	0	0	9	9	19	1	5	15	7
ASV_1726	1	0	8	1	2	0	0	0	13	1	0	1	4	7	0	1	0	2	1	0	0	0	0	0	3	0	1	6	0	1	14	1	0	0	1	1	4	2	1	0	1	0	0	0	2	0	5	1	8	0	0	1	8	10	0	8	23	10	2	9	3	3	2	2	1	1
ASV_1763	3	1	0	2	0	0	4	3	0	0	0	3	0	0	9	0	1	0	0	0	0	0	0	2	1	0	0	0	2	3	1	2	0	6	6	6	0	0	8	0	0	0	0	0	2	4	1	4	2	20	14	4	0	3	3	32	0	0	11	0	3	3	0	3	4	1
ASV_1768	0	0	0	0	0	0	1	0	0	0	0	2	0	4	6	0	3	1	0	0	0	0	0	1	0	0	2	2	0	0	3	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	4	2	4	5	0	3	6	7	1	7	7	29	38	3	5	12	1	11	4	0
ASV_1228	0	117	0	6	0	0	2	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	18	0	0	0	0	24	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1274	2	2	4	1	2	12	0	0	4	2	0	5	0	5	0	4	1	0	0	0	0	1	0	1	3	0	2	3	0	0	3	4	0	0	7	1	0	3	3	1	0	0	2	0	6	5	6	7	9	0	1	12	0	10	4	0	0	5	0	5	10	7	1	5	4	1
ASV_1302	8	1	2	1	0	0	0	0	0	0	0	1	3	4	0	2	0	0	0	0	0	1	0	0	0	0	1	0	0	0	5	0	0	0	2	0	0	0	0	1	1	0	2	0	4	9	4	8	0	1	0	1	0	0	16	3	4	0	0	23	8	2	18	24	12	4
ASV_1313	0	0	1	0	1	0	1	0	12	0	0	4	0	0	18	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	10	0	0	0	0	0	0	0	0	0	2	0	9	0	0	0	3	2	0	2	4	6	94	0	1	2	0	0	0	0
ASV_1392	1	0	0	2	1	0	1	0	0	0	0	1	0	2	0	0	3	1	0	1	3	1	0	4	1	4	0	1	0	1	0	2	0	7	1	0	2	0	5	0	0	5	6	1	1	12	3	4	9	12	0	2	1	2	17	7	6	0	0	14	10	12	1	0	2	4
ASV_1547	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	2	0	0	11	6	2	1	18	1	2	9	0	2	0	4	0	0	6	6	5	3	1	10	2	1	11	2	0	8	6	2	4	0	0	5	0	0	0	0	14	1	3	7	0	7	5
ASV_1779	0	2	0	2	0	0	2	2	0	2	0	2	0	1	2	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	1	2	0	2	0	0	0	1	0	0	0	1	0	39	12	0	4	0	2	2	8	0	53	4	3	2	1	3	6	6	6
ASV_1463	1	0	0	0	0	0	1	1	0	1	1	5	0	0	0	0	2	2	0	0	2	0	0	1	0	0	6	1	2	1	1	2	0	2	0	6	2	1	1	1	0	0	0	0	3	6	1	6	12	6	4	11	1	26	4	5	0	9	0	3	6	15	2	9	2	1
ASV_1678	1	3	2	4	0	0	2	8	0	1	0	1	0	3	0	3	6	1	5	0	2	2	0	6	2	6	4	3	10	5	1	2	2	5	2	1	1	2	12	2	3	2	5	11	1	1	1	3	2	0	5	5	0	0	4	3	0	0	0	0	4	2	0	2	7	4
ASV_1269	10	4	1	6	3	0	1	0	0	0	0	0	0	0	0	8	0	2	1	2	0	0	11	6	6	1	6	0	3	5	2	0	16	0	3	0	0	17	4	0	13	0	4	8	0	3	1	1	1	1	6	1	0	0	5	0	0	0	0	2	0	6	0	0	2	2
ASV_1272	2	0	2	4	6	0	1	0	0	6	0	0	3	0	0	11	1	6	2	0	0	0	1	1	3	2	15	5	1	0	10	0	5	0	8	0	0	35	0	6	1	1	0	0	1	0	0	1	5	0	0	0	1	1	1	0	8	0	0	7	0	6	5	0	0	0
ASV_1303	2	0	0	0	0	0	0	0	0	1	0	1	1	0	0	1	0	0	0	0	0	0	0	2	0	0	1	3	0	0	4	1	0	0	9	0	0	0	0	0	0	0	0	0	1	8	4	6	30	6	4	6	13	4	0	2	32	7	3	4	1	8	3	4	2	0
ASV_1320	8	1	0	0	0	0	0	0	0	0	1	0	0	8	0	1	0	1	0	0	0	1	1	3	4	0	0	20	3	5	2	0	5	0	2	0	0	9	1	2	17	0	6	17	5	14	0	1	0	11	0	5	0	0	6	0	1	0	0	2	0	7	2	0	0	2
ASV_1406	0	3	2	5	0	0	1	4	0	1	0	0	0	0	0	1	5	0	0	8	0	0	0	2	2	4	8	2	9	5	1	0	0	1	1	0	1	0	11	2	1	21	27	17	1	0	1	0	4	3	4	1	2	0	2	0	2	0	0	1	1	2	1	1	3	0
ASV_1428	0	16	0	2	8	0	12	3	0	3	1	4	1	0	0	0	2	1	0	47	0	0	0	4	1	3	0	0	6	11	0	0	5	2	4	4	9	0	1	1	1	1	2	7	1	0	0	0	1	2	0	0	0	0	0	1	0	0	0	0	1	0	0	2	2	2
ASV_1224	0	0	0	0	0	0	0	0	8	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	10	0	0	0	133	0	2	0	0	0	0	0	0	0
