OTUID	PL_1	PL_10	PL_11	PL_12	PL_13	PL_15	PL_16	PL_17	PL_18	PL_19	PL_2	PL_20	PL_21	PL_22	PL_24	PL_3	PL_4	PL_5	PL_6	PL_7	PL_8	PL_9	SUB_1	SUB_10	SUB_11	SUB_12	SUB_13	SUB_15	SUB_16	SUB_17	SUB_18	SUB_19	SUB_2	SUB_20	SUB_21	SUB_22	SUB_24	SUB_3	SUB_4	SUB_5	SUB_6	SUB_7	SUB_8	SUB_9	SUR_1	SUR_10	SUR_11	SUR_12	SUR_13	SUR_15	SUR_16	SUR_17	SUR_18	SUR_19	SUR_2	SUR_20	SUR_21	SUR_22	SUR_24	SUR_3	SUR_4	SUR_5	SUR_6	SUR_7	SUR_8	SUR_9
ASV_6621	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	2	1	0	0	4	0	0	1	0	0	0	1	2	3	0	0	0	0
ASV_6667	1	0	0	0	0	0	1	2	0	0	0	0	3	0	0	2	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	1	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0
ASV_6670	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	3	0	1	0	0	1	0	0	0	4	0	0	0	0	2	0	0	4	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_6687	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	3	0	1	3	1	1	0	0	1	0	0	1	0	0	0	0	1	1	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ASV_6699	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	4	0	0	1	1	1	0	0	3	0	0	4	0	1	2	1	0	0
ASV_6702	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	1	0	0	0	0	6	1	0	0	0	0	2	0	0	0	1	2
ASV_6717	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	0	0	0	0	0	0	7	1	0	1	0	0	2	2	0	0	0	0
ASV_6752	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	6	0	0	0	0	0	0	2	0	0	1	0	2	2	0	0	0	0	0	4	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_6760	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	15	1	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ASV_6763	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	1	0	0	0	1	1	1	1	0	0	0	1	1	0	3	0	0	3	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0
ASV_6773	0	0	0	0	2	0	1	0	0	12	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ASV_6784	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	2	1	1	0	2	0	1	1	0	2	3	1	2	1	0	0	1
ASV_6800	0	0	0	0	0	0	0	0	2	1	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ASV_6804	0	0	0	0	0	0	1	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
ASV_6808	1	0	1	0	0	0	0	0	8	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ASV_6824	1	0	0	0	0	0	1	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	1	0	0	3	5	0	0	0	1	0	2	1
ASV_6833	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	3	0	0	0	3	0	0
ASV_6856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0	1	1	0	1	1	1	0	3	2	3	0	0	1	2
ASV_6863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	4	0	0	3	0	0	0	3	0	2	0	0	2	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0
ASV_6865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	4	4	6	1	0	0	1	2	1	0	1	0	0
ASV_6872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	2	0	0	0	5	13	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_6900	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	12	0	0	0	0	0	0	0	0	0
ASV_6901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0	6	0	4	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_6906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	1	0	1	0	0	8	2	1	0	1	0	1	0	2	0	0	1	3
ASV_6915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	11	11	0	0	0	0	0	0	0
ASV_6918	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	3	0	1	0	0	1	0	0	0	0	0	0	0	0	0	7	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ASV_6933	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0	0	1	2	0	0	11	0	0	0	0	0	1	0	1	0	0	0
ASV_6961	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	4	0	0	0	0	0	0	0	0	0	1	4	1	0	1	0	0	0	1	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	1
ASV_6968	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_7027	0	0	0	2	0	0	0	0	0	2	1	0	0	0	0	0	0	2	2	2	0	0	0	0	0	0	0	0	11	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_7033	0	0	0	2	1	0	2	6	0	0	0	4	0	0	0	0	0	2	3	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ASV_7049	0	0	0	0	0	9	0	0	12	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_7063	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	2	0	0	0	0	0	0	1	0	0	2	0	1	2	1	3
ASV_7093	0	0	0	0	0	0	0	0	0	0	0	2	1	3	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	2	0	0	0	1	1	0	0	2	1	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	1	1	1
ASV_7098	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	3	3	1	1	4	2	0	0	2	0	0	0	0	2	1	0	0	0	0
ASV_7135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	2	0	0	1	0	0	0	0	0	2	0	1	2	1	4
ASV_7139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	0	1	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	2	1	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	3	0	0	1	2	4
ASV_7151	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	16	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ASV_7156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	2	1	0	0	0	0	1	0	0	0	1	0	0	2	0	0	0	3	0	1	0	0	6	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ASV_7158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	4	13	0	0	3	0	0	0	0
ASV_7160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	4	0	0	0	5	0	0	5	0	4	0	0	0	0
ASV_7168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_7198	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	1	0	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	4	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_7224	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	2	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	2	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	1	1	1	1	2	2	1
ASV_7256	0	3	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_7268	1	0	4	0	7	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ASV_7282	0	0	3	0	1	0	5	1	0	1	0	2	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
ASV_7307	0	0	0	1	5	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	0	0	0	0	1	0	0	0	0	5	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0
ASV_7325	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	14	0	0	0	1	0	0	0	0	0	0	0
ASV_7333	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	2	1	0	0	4	1	2	1	2	0	1	0	0	1	0	1	0	1	0	0	0	0
ASV_7378	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	5	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	3	1	1	0	2	0	0	0	0	2	0	0	0	0	1
ASV_7385	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	2	2	12	0
ASV_7386	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	2	0	1	3	0	1	0	0	0	0	0	0	2	0	2	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
ASV_7397	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	4	0	0	2	0	0	0	0	0	0	7	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_7408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	5	1	0	1	0	0	0	2	0	2	0	0	1	3	2	1	0	0	0	0
ASV_7419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	6	0	1	1	0	0	3	0	0	0	0	1	2	1	0	2	0	0	0	1
ASV_7530	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	1	0	0	0	2	2	0	0	0	1	0	0	0	0	1	0	4	4	0	0	0
ASV_7535	10	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	1	0	2	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_7542	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_7548	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	3	1	1	0	3	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	1	1	0	1	0	1	3	0	0	0	0	0	0	1
ASV_7563	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	3	1	0	2	0	3	0	2	1	0	3	0	0	0	0	0	0	0	2	1	0	1	0	0
ASV_7642	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	2	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	1	0	2	0	1	0	1	1	0	0	0	0	3	1	0	4	0	0	0	0
ASV_7766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	2	1	0	0	0	1	2	0	0	0	0	1	1	0	0	7	1
ASV_7780	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	0	0	3	1	0	0	0	0	0	0	0	3	3	0	0	1	1	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
ASV_7785	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	3	0	0	0	0	0	0	0	0	1	0	0	0	1	0	2	2	0	1	0	0	3	1	1	0	0	1	0	0	0	0	0	1	0	1	1	1
ASV_7796	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	13	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_7807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0
ASV_7822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	5	0	0	0	0	0	0	0
ASV_7849	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	2	5	0	0	0	0	0	0	0	0	0	4	2	0	0	0	1	0	1	2	0	2	0
ASV_7883	3	1	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	4	0	1	0	0	0	0	1	0	0	0	0	0	2	0	0	4	0	0
ASV_7889	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	5	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	2	0	1	1
ASV_7916	2	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	1	0	1	0	1	0	2	0	0	0	1	4	0	0	0	5	0
ASV_7949	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	4	0	0	0	2	1	5	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_7975	0	0	0	0	7	0	0	0	0	1	0	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	1	0	2	0	2	0	0	0	0	0	0
ASV_8031	0	0	0	2	0	0	0	1	0	3	0	0	0	0	1	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ASV_8040	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	3	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ASV_8041	1	0	0	1	0	0	0	1	0	0	0	1	0	1	2	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	2	3	0	0	0	0	1	1	0	0	1	0	1	0	1
ASV_8108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	4	1	0	1	3	3	2	2	0	0	0	1	0	0
ASV_8134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1	0	3	0	2	8	0	0	1	2	0
ASV_8210	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	2	0	13	0	0	1	1	1	0
ASV_8213	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	1	0	2	0	7	1	1	1	0	2	0	0	0
ASV_8222	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	2	0	0	2	0	1	0	0	0	0	0	0	1	1	1	2	0	0
ASV_8241	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	3	0	1	0	4	0	6	0	0	1	0	0	0	0	1	1	0	1	0	2	0
ASV_8259	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	7	2	0	5	0	0	2	0	0	2	2	1
ASV_8302	0	11	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1	1	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_8306	1	0	1	2	2	0	0	0	0	0	0	0	0	0	0	4	0	2	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	2	0	1	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0
ASV_8344	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	3	2	0	1	1	0	0	0	0	1	0	0	0	0	1	2	1	0	1	2	3
ASV_8346	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	1	5	0	0	4	0	2	1	0	0	0
ASV_8348	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	11	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ASV_8353	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	2	0	1	1	0	2	1	1	0	0	0	1	0	0	0	0	0	0	0	0	7	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_8378	0	0	0	0	5	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	1	0	2	1	0	0
ASV_8379	1	0	0	0	0	14	8	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_8440	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	3	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	3	0	0	1	1	0	3	0	0
ASV_8446	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	8	1	0	1	0	0	4	3	0	0	1	0
ASV_8503	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	6	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1
ASV_8575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_8576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	1	4	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	1	1	0	0	1	0	1	1	1	0	0	3	2
