Genomic bins	SUB_2	SUB_3	SUB_1	SUB_6	SUB_7	SUB_4	SUB_5	SUR_21	SUR_20	SUB_8	SUB_9	SUR_24	PL_15	SUR_3	PL_17	PL_16	PL_11	SUR_7	SUR_4	PL_12	SUR_8	SUR_9	PL_19	PL_18	PL_5	PL_4	PL_7	PL_6	PL_1	PL_3	PL_2	PL_9	PL_8	SUR_22	SUR_15	SUR_16	SUR_17	SUR_10	SUR_11	SUR_12	SUR_13	SUB_21	SUB_20	SUB_22	SUR_18	SUB_24	SUR_19	SUR_1	SUR_6	PL_10	PL_13	PL_24	SUR_5	PL_20	PL_21	PL_22	SUR_2	SUB_15	SUB_16	SUB_17	SUB_10	SUB_11	SUB_12	SUB_13	SUB_18	SUB_19
s_PL_9_12	0.54675	0.568784	2.8741874999999997	0.957416	0.0	0.0	4.772092	0.0	0.0	0.203653	0.503541	0.0	0.534937	0.0	0.075356	0.275362	0.459818	0.0	0.0	0.396795	0.0	0.0	0.21407700000000002	0.277388	1.227525	0.375694	0.260429	0.7621535	1.92087	1.480318	0.085811	24.692001	5.962403999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.110625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.007372	2.180382	0.0	0.0	0.0	0.304959	0.0	0.0	0.615323	0.0	0.173585	0.553372	0.019944	0.0	0.399218	0.0853	0.0
s_SUR_12_4	4.880968	6.825837	4.238056	6.075269	7.85455	7.916177	6.84699	6.678445	7.086468	10.929644	6.619374	7.136723	7.749938	14.539696	8.238811	6.37114	11.184819	25.928032	20.866185	8.480548	24.828238	17.655835	26.499251	4.57267	13.139146	7.168584	7.887974	12.947937	4.556923	7.088639	1.640699	11.043493	5.155079	11.624676	9.21808	8.164219	13.825039	15.910121	10.25384	33.695141	7.650523	5.702925	7.189028	9.547255	9.935631	9.855368	9.277526	9.539365	13.375635	5.66505	10.147034	8.841059	9.091824	9.605538	5.636236	4.961885	15.832442	4.466227	7.155022	7.329721	10.872194	6.445562	7.372457	5.585064	5.475526	8.209736
s_SUB_10_1	10.111783	4.10938	5.180752	15.279181	7.287032	16.520014	8.524431	2.945601	3.5328	12.447435	36.911705	9.057055	15.491872	1.550651	21.643337	24.1100115	7.996324	1.580567	2.909303	15.415998	2.093791	2.526051	4.487321	7.948107	28.670201	11.335843	39.44501	9.103768	2.59221	8.487198	1.571989	4.587951	4.504394	5.040534	2.261154	8.627409	6.697312	5.282157	5.156634	3.450224	2.615794	3.668374	10.226597	8.810755	5.375878	10.765062	3.835637	2.868952	2.1092335	44.042261	8.99664	9.232185	3.05543	10.881019	7.011094	2.603241	2.811681	6.5633105	18.5815505	24.154832	36.731732	12.830723	9.633468	5.715704	4.010784	12.381728
s_PL_24_7	0.0	0.0	0.0	0.0	0.0	0.0	0.521666	0.0	0.244693	0.0	0.0	24.029906	1.389617	0.0	0.0	0.548419	0.765593	0.0	0.0	0.0	0.0	0.0	0.717194	1.099409	0.466736	0.0	0.0	0.045693	0.0	0.046628	0.0	0.0	0.0	15.560166	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.453486	91.827344	0.264585	98.610103	2.324352	0.0	0.0	0.0	0.583835	89.457822	0.0	0.687071	0.179565	5.903643	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.133256	3.0219
s_SUB_22_4	0.0	0.0	0.0	0.0	0.0	0.0	5.473514	0.0	7.852382	0.0	0.0	7.144828	0.653701	0.0	0.057863	0.782953	3.469087	0.0	0.184348	0.310542	0.0	0.0	2.1514675	1.046656	8.008633	0.9454670000000001	0.0259685	1.05886	0.074427	0.5369765	0.0	0.0	0.0798025	20.651048	0.0	0.188604	0.099661	0.1402	0.547092	0.652788	0.0	0.209904	1.828115	136.964691	0.325297	183.58441	37.643573	0.0	0.0	0.091783	2.241329	21.217067	0.117556	9.970086	0.707848	10.285568	0.125551	0.0	0.0	0.0	0.030684	0.151315	0.0	0.283433	4.436603	4.921928
s_PL_10_1	0.909487	0.691716	0.642337	0.529667	1.054439	1.398778	0.78182	3.712601	3.15737	1.148404	1.03202	7.706442	1.141444	1.382205	6.374294	2.337606	0.680202	1.3169	2.537931	23.770642	1.366589	1.527393	1.277202	1.000384	0.806945	1.092995	4.825558	2.41116	0.62396	0.306555	0.278329	0.239349	0.27333	5.627336	1.648285	1.949371	2.286739	2.284838	3.066321	1.676777	3.062942	1.573042	2.207208	3.39542	4.258098	3.559628	3.414738	2.730256	1.185151	26.867987	1.081238	5.451735	2.959155	2.127858	1.293821	2.308247	1.745443	1.26971	1.175438	3.380611	5.707438	1.564648	1.137507	1.183484	2.109975	2.469959
s_SUB_7_12	13.457707	7.161995	2.386393	13.852396	50.047983	50.897459	10.243229	5.346211	25.637582	41.247544	32.179613	21.447716	5.511776	8.370817	14.357752	27.412932	4.42803	10.206697	30.121865	40.317139	15.548589	24.336641	15.354498	3.336832	11.163709	12.961382	4.501066	8.404991	3.822905	1.93976	1.66757	3.303508	2.169178	24.724259	25.359906	118.087821	51.205822	43.789752	11.206923	24.726485	10.613604	10.756447	29.17935	12.580117	4.803824	10.276782	20.525258	15.242355	15.80501	16.409735	8.856366	11.164404	23.747159	12.733774	4.706851	3.568295	19.771731	32.834183	75.247106	42.204762	37.412618	18.527092	43.961074	11.016217	8.088479	23.388983
s_PL_19_14	0.032442	0.105712	0.089531	0.038491	0.0	0.0	0.461069	0.846536	0.055374	0.0	0.0	0.0	0.0	0.016687	0.0	0.0	0.049139	0.0	0.0	0.036339	0.0	0.0	20.645789	0.1119	0.044652	0.0	0.0	0.014755	0.009436	0.033716	0.0	0.040522	0.5038	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07446	0.803609	0.012871	0.0	0.861122	0.0	0.89538	0.0	0.0	0.0	0.067475	3.120503	0.0	0.316318	0.297616	0.0	0.0	0.041102	0.0	0.0	0.0	0.0	0.0	0.098058	0.752558	0.59794
s_PL_4_7	9.8824335	8.9001395	4.213522	11.8485385	5.089457	6.074151	12.844566499999999	6.16849	4.363281	4.239315	8.509499	4.399292	2.8118274999999997	2.4658895000000003	12.976873	11.548486	12.67426	1.991462	3.1141	6.791294	2.039132	2.612133	3.0062485	2.578011	28.858116	35.8777195	4.885653	12.3116	4.781953	27.146797	2.407727	10.515079	10.578367	5.575373	2.937402	3.531462	3.6278825	3.0697585	6.371142	2.709226	4.1990805	12.55367	4.373120999999999	6.525819	5.20935	6.447903	4.319644	4.3484	2.390163	12.707354	10.1661815	6.573084	4.84464	5.60989	7.537647	2.113711	2.456015	5.685844	5.1247755	8.8037815	9.213019	7.084249	6.943415	8.445374	4.29321	3.680001
s_SUB_16_5	2.377237	0.955007	0.786541	0.711462	4.028313	7.57399	1.157622	3.02238	3.361559	3.916123	2.709944	3.917494	0.992546	1.251356	5.148891	6.378928	0.93301	1.476794	2.74937	8.694978	1.746398	1.971792	2.810061	0.915734	6.50009	1.973376	10.260778	2.315632	0.742008	0.325182	0.254403	0.34462	0.500425	4.265347	2.740705	10.59752	4.870708	2.764975	3.317452	2.397254	2.812063	2.332063	13.210954	2.807932	3.337047	3.988014	3.378519	3.073352	1.454585	5.584675	3.671084	3.460957	2.783081	7.47329	1.466323	1.461579	2.328429	1.652567	27.884592	8.672862	2.382638	2.355285	1.858961	1.452168	1.776526	5.260372
s_PL_17_15	0.202646	0.098682	0.121245	0.074712	0.225127	0.511359	1.342742	0.479393	0.824898	0.162177	0.155032	2.334845	2.19069	0.180879	26.906774	22.376205	0.39026	0.193983	0.380858	17.948296	0.226119	0.238467	2.549105	0.613508	3.084288	0.645168	3.971151	3.552436	0.105849	0.045141	0.08259	0.029915	0.137059	1.288057	0.272061	1.528531	0.57245	0.36117	0.487144	0.287951	0.49705	0.304237	5.145725	2.420715	0.56498	5.706106	0.896457	0.300943	0.175376	8.934471	3.634468	2.285017	0.407012	2.596954	3.237067	1.027621	0.295935	1.450608	10.718112	10.455822	2.217878	1.064443	3.379108	0.647152	0.580676	2.509663
s_PL_8_21	0.884424	0.89788	1.305223	0.843793	0.217415	0.046114	0.713626	0.317198	0.0	0.557256	1.202335	0.0	0.084388	0.175132	0.064807	0.050482	3.408183	0.0	0.0	0.223287	0.0	0.0	0.0	0.074974	0.862726	4.101696	0.053567	7.713823	3.16792	0.749582	0.508706	3.757424	17.316431	0.0	0.0	0.0	0.063576	0.053359	0.0	0.0	0.381001	0.452439	0.0	0.0	0.0	0.0	0.0	0.107017	0.153668	0.046264	0.356701	0.0	0.091468	0.0	0.225674	0.0	0.0	0.486016	0.043259	0.212078	0.242938	0.112732	0.022916	0.566719	0.360489	0.0
s_PL_8_13	1.474889	1.51235	3.102401	1.811046	0.25765	0.275665	0.521206	0.411196	0.0	0.462845	0.546018	0.0	0.699295	0.544925	0.346827	0.319294	2.716002	0.105208	0.106253	0.664603	0.064436	0.153467	3.351011	0.09065	0.544378	3.000793	0.151402	1.629667	5.77487	2.313638	2.348669	6.850635	20.507155	0.0	0.143355	0.325112	0.191559	0.238729	0.059618	0.215395	1.022322	0.229926	0.0	0.0	0.085739	0.0	0.0	0.594055	0.365562	0.440315	0.908272	0.0	0.253734	0.0	0.22595300000000001	0.0	0.262145	0.313054	0.222314	0.360847	0.620967	0.407481	0.230499	0.563738	0.21015	0.0
s_SUB_18_6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.670613	2.406615	0.0	0.0	0.0	0.0	0.18856	0.0	0.0	0.107524	0.0	0.0	0.0	0.0	0.0	0.0	0.578938	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.789531	5.879302	0.062221	14.79932	0.0	0.332948	0.076748	0.0	0.0	0.0	0.1295	1.377517	0.9956	0.244634	0.005839	0.0	0.0	0.0	0.023855	0.168425	0.265669	0.0	0.530739	56.085848	0.486283
s_SUB_4_7	0.349509	0.128251	0.215195	0.1819625	0.962585	19.444565	3.216874	0.66231	2.465651	0.398476	0.792105	0.622318	0.752473	0.276444	0.720502	0.73623	0.432141	0.444709	0.547282	1.07734	0.441955	0.608507	0.350381	0.441814	1.374498	1.445777	0.44435	0.094996	0.117125	0.120812	0.038666	0.1449095	0.17649	1.966429	1.223599	0.900024	1.185002	0.975407	3.347974	0.570177	0.461171	3.134522	2.1724	4.417917	0.506516	3.2016545	0.914285	0.36978	0.259261	0.237855	0.879062	0.957025	1.010376	2.441095	0.667555	0.434381	0.54287	6.471659	1.743048	0.892679	0.494239	1.236553	1.475818	1.246218	1.259607	1.189209
s_PL_7_15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.935925	0.0	0.046819	0.034244	0.024518	0.0	0.0	0.397038	0.0	0.0	0.376335	4.586917	0.387223	0.04649	43.320191	0.192903	0.0	0.008184	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.034219	5.625655	0.0	5.309451	0.0	0.0	0.0	0.044473	2.257921	6.427036	0.0	1.673786	1.275554	3.622373	0.0	0.0	0.0	0.0	0.0	0.008987	0.0	0.0	0.0	0.0
s_PL_11_17	0.178063	0.566559	0.625699	0.481873	0.0	0.0	0.0	0.0	0.0	0.216202	0.0	0.0	0.0	0.0	0.0	0.0	16.919619	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.467976	0.0	0.138091	0.153195	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.222192	0.0	0.0	0.0	0.0
s_PL_10_20	2.623983	2.268137	1.398886	2.394887	2.067462	4.287783	3.146557	43.164002	14.771533	3.205381	2.154025	30.987597	3.659838	8.022901	3.193165	3.761809	1.702514	6.411139	12.010406	4.640299	5.90066	5.360404	14.369356	5.652665	2.059138	6.986064	1.110085	1.925827	2.989985	1.648164	0.904296	0.699862	1.741347	36.569288	7.834541	6.133702	12.809919	12.383823	11.710743	6.556692	24.526247	7.566621	5.89278	10.069584	30.999934	10.782657	22.971109	20.124193	7.506288	34.246063	2.783588	14.444274	13.657444	7.186348	5.928963	10.46855	9.513712	6.504804	3.930377	6.406128	9.145214	4.334857	5.953457	6.852278	9.293996	8.045563
s_SUB_1_4	44.811411	4.922997	31.963218	7.35304	6.324504	10.539448	3.402067	4.870284	6.847227	7.179156	18.560375	11.256164	9.389767	3.612274	11.360793	12.976852	6.190379	2.847809	5.216912	10.673906	3.935858	4.807023	6.430905	2.983059	7.115423	5.862946	6.691742	4.718947	11.268756	2.461976	6.310596	2.490118	1.88046	12.118797	4.560608	16.121487	8.222418	7.976853	6.01838	4.701495	4.409899	5.744485	9.554163	10.260149	6.212553	8.508564499999999	8.182979	8.526008	4.686486	16.536709	5.277355	8.623604	6.489493	8.767332	10.758163	3.80471	8.151246	5.520709	20.795624	14.81662	12.474016	11.078779	9.482918	3.756571	5.859481	13.062049
s_PL_9_15	23.646698	29.933143	53.401777	22.652451	1.421453	0.837863	11.8014	2.680188	0.424218	3.959175	2.985327	0.251654	1.216815	1.473732	1.302381	1.447229	21.741468	0.253878	0.351638	2.885722	0.268472	0.373671	2.335584	2.695513	14.191146	12.661858	0.416614	12.068252	27.672862	47.017094	22.320297	47.29951	76.784143	0.370252	0.451723	0.42639	0.614994	0.560489	0.578998	0.416244	2.423036	14.103509	0.309121	0.360009	1.238692	0.425356	1.569548	1.472749	1.051741	3.341832	2.029612	0.443815	1.176646	0.551377	6.595683	0.201861	0.315843	6.968838	2.58466	6.096085	6.411862	6.291574	2.397528	9.010062	4.184042	0.422688
s_PL_10_11	6.055148	4.059008	1.927987	9.879415	3.975035	8.258903	11.536807	7.336667	2.556352	4.459635	5.326306	2.226267	2.441717	2.208793	4.943132	8.837787	7.851639	1.088211	1.866473	5.337282	1.526326	2.351223	2.880327	2.968795	5.617981	11.854294	3.694652	1.630123	1.831334	6.131983	1.408972	1.233567	3.332641	2.283107	2.006255	2.091206	3.650843	2.865944	2.673602	2.440142	5.323763	8.937066	1.360652	2.588083	7.481501	2.327497	3.829296	6.112514	2.305496	23.363206	10.634034	2.966567	6.164295	1.904825	3.732327	0.999898	1.665901	8.084855	3.550206	9.607803	6.745205	7.810952	7.051414	7.502026	4.636435	1.485408
s_SUB_18_3	0.0	0.0	0.131839	0.0	0.0	0.1351525	0.309427	1.374625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.323962	0.0	0.043937	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.141422	0.0	0.0	0.0	0.0	6.097775	0.199175	0.0	18.551681000000002	0.0	0.0	0.601534	0.0	0.0	0.0	0.0	0.705101	0.0	0.0	0.0	0.17142	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.630319	0.0
s_PL_1_2	14.330306	4.124508	13.284837	7.937405	0.826972	0.964537	0.585477	4.430487	2.507871	4.245047	6.583076	5.029766	0.978826	1.527404	0.722891	1.093559	0.578446	0.96268	2.133311	1.047614	1.040597	1.289808	0.76467	0.868452	0.496357	0.789822	0.252437	0.678252	15.162844	0.290505	0.410927	0.973873	0.345428	4.601904	2.147412	1.989086	2.425966	2.699395	2.160474	1.279726	2.72882	1.838548	1.10636	1.594905	3.861291	1.896077	3.788718	9.684307	3.167574	2.077889	0.50903	3.62391	2.626518	1.310113	1.013125	1.91663	2.698528	7.143495	3.211247	2.808878	5.602803	1.054533	2.182095	0.942129	1.799452	1.638783
s_PL_16_6	10.751779	6.837568	5.642814	13.743494	5.785176	13.569412	12.769594	7.589324	6.749212	5.272733	8.697178	7.843825	6.642526	3.433763	17.200459	39.537098	6.284727	2.539083	5.97989	10.541293	3.514622	3.90066	11.408783	3.955712	16.129198	14.247089	10.402052	13.2166	3.795037	5.666207	3.416757	2.266631	2.59085	9.019973	4.35006	7.683188	7.267442	6.603325	8.493928	5.132385	6.333835	23.103483	7.861204	6.070312	10.693193	5.731899	8.287255	6.882059	3.572663	42.500552	7.714175	5.780005	9.788878	11.221266	10.602028	1.770199	4.617953	11.672975	11.851355	15.134846	12.578381	14.05384	19.362364	8.041655	8.057596	10.223613
s_PL_11_22	3.366459	7.83848	1.737149	7.785994	2.036651	3.36315	1.12455	2.045921	2.477084	4.336566	6.394662	4.236249	3.368838	1.353186	3.046936	3.956693	27.001841	1.052011	1.963598	3.196884	1.364887	1.483012	1.620475	3.524049	2.090034	9.308293	4.895175	8.173028	5.183055	6.727574	5.248141	2.711674	5.185312	4.538925	1.296622	2.660571	2.20757	1.917346	3.64105	1.737948	1.996759	2.16831	4.031556	4.134638	2.626671	4.1979	2.588269	1.628432	1.284895	10.69694	4.395086	3.600652	1.64793	2.741753	1.405909	1.396099	1.664873	2.42267	3.56815	4.439051	8.353283	18.560081	5.690606	2.796628	2.384199	4.56449
s_PL_9_25	0.76632	1.379626	5.994752	3.778405	0.0	0.0	0.28513	0.0	0.0	0.123129	0.070043	0.0	0.351439	0.0	0.0	0.066607	2.273036	0.0	0.0	0.0	0.0	0.0	0.055254	0.0	0.16765	22.322733	0.023317	1.142169	17.33763	4.1151219999999995	28.387724	65.774921	79.818673	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.052754999999999996	0.102474	0.0	0.0	0.0	0.072935	0.0	0.0	0.117761	0.0	0.0	0.127661	0.250476	0.0	0.144778	0.0	0.0
s_PL_1_15	9.551006	1.87568	8.430364	4.749298	0.463885	0.479968	0.842567	1.053249	0.702733	0.782048	0.969727	0.930867	0.39014	0.644022	0.798625	0.672051	1.137017	0.424657	0.534588	0.726907	0.468813	0.477208	0.308602	0.431096	0.334242	6.847512	0.360265	1.805693	25.208249	5.127949	2.000162	11.350727	18.817831	0.9443010000000001	0.489834	0.447975	0.507062	0.598805	1.232346	0.514636	1.180245	0.804031	0.58455	1.075576	0.894876	1.028383	0.872821	0.97791	0.546445	1.737915	0.566907	0.984157	0.690321	0.783224	0.517739	0.38824	0.460548	1.97658	0.647293	2.821059	2.050688	0.784774	0.740482	1.13647	0.867861	0.62108
s_PL_3_29	3.142556	10.722262	23.643202	4.936229	0.083065	0.103618	0.0	0.0	0.0	0.66937	0.100932	0.0	0.0	0.0	0.0	0.0	5.202787	0.0	0.0	0.255982	0.0	0.0	0.0	0.102917	0.0	0.835349	0.0	0.592847	3.05046	12.220838	0.050123	2.3291565	1.612307	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.036875	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.206542	0.063052	0.0	0.0	0.0	0.249226	0.0	0.0	0.420731	0.146127	0.267571	1.193061	2.515722	0.051716	0.050136	0.0	0.0
s_SUB_12_6	3.19145	2.27022	1.967942	2.214619	2.908331	6.763749	9.281279	7.393097	8.203611	2.262934	2.864643	36.782242	31.485296	2.190595	45.486979	25.841541	20.554721	1.761215	4.09066	34.149142	2.113098	2.013314	12.179686	11.684684	24.558755	15.427629	42.26809	11.161168	1.376871	2.398441	1.859606	0.6016	0.896372	14.70508	3.712637	5.108871	5.465877	3.551509	5.669056	3.129025	4.657791	7.312962	31.459093	20.2102	7.75579	27.375909	10.471988	2.134548	1.893446	21.51341	19.671479	37.787576	4.992083	33.769966	83.608478	13.342841	1.476355	7.255879	20.373778	23.306374	6.389026	22.879521	60.243425	7.344548	7.64282	36.766861
s_PL_18_12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.2919739999999997	0.0	0.40788599999999997	0.0	1.010027	0.0	0.0	0.0	0.0	0.0	0.248113	22.992939	0.765715	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.189796	2.939877	0.0	0.0	0.0	0.718519	0.0	0.0	0.0	0.159703	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s_SUB_10_10	2.864009	0.26106	1.371885	1.500137	16.569568	4.704518	2.304991	0.209121	1.7608845	4.342914	5.98747	0.251908	1.598691	0.437302	3.253477	3.492584	0.893903	0.751999	1.283001	3.877838	1.003775	1.857943	0.589346	1.579103	0.97171	2.285479	4.123097	0.590286	0.557384	0.5690725000000001	0.281642	0.906456	1.05701	0.723887	1.582133	3.6631	2.601877	2.322714	0.906272	1.327211	0.59669	0.897337	5.076151	3.110237	0.195757	7.126311	0.498742	1.11832	1.077514	4.0754255	3.079108	0.570066	0.684281	3.979761	0.258466	1.438769	2.073487	1.982819	9.936668	14.272279	30.203467500000002	0.971172	2.5971745	1.858737	0.174131	2.659524
s_SUR_24_5	0.212351	0.184293	0.145351	0.129754	0.261945	0.500219	0.230299	1.036948	26.038795	0.237739	0.144413	111.355415	0.405414	0.536725	0.396985	0.500811	0.72871	0.787778	3.237377	0.314288	0.459783	0.38128	0.8749454999999999	0.356044	0.402438	1.059437	0.140265	0.179952	0.231748	0.128117	0.0	0.064587	0.064425	57.590446	2.826456	1.810479	6.648014	3.848987	1.673657	2.898543	1.616486	0.771487	1.5282425000000002	6.296318	4.337885	14.803679	32.197358	0.590595	0.26105	0.524945	0.300398	28.951351	0.717618	2.317215	0.42284	3.723219	1.743512	0.371781	0.277883	0.477862	1.201051	0.648281	0.413881	0.54377	2.598974	2.55272
s_SUB_7_10	10.751614	2.853647	8.067821	3.457094	212.542325	9.400906	4.444313	13.651998	14.759005	15.072038	19.46772	12.071307	6.228502	7.607252	11.874917	7.898518	5.000515	8.658201	12.980542	16.15587	9.04514	9.73082	9.382978	4.997063	4.50623	8.706772	6.708154	2.784006	4.111494	2.445231	3.82047	6.689147	4.324633	17.08603	8.603529	8.741676	10.355433	10.717041	14.291881	9.848307	14.595142	8.069361	10.230075	16.564167	13.651435	15.554849	13.916604	14.664491	7.131438	4.479874	7.144581	12.144898	11.81786	13.655093	3.903558	9.893362	12.552658	5.030214	13.761933	19.322016	6.914264	5.299406	7.961194	6.071862	6.926628	8.021781
s_PL_18_9	0.902811	1.431715	0.966421	6.280214	0.273581	0.521853	1.664411	1.39846	0.735626	0.669444	0.859093	0.348034	8.28608	0.450565	0.598791	0.475366	2.277316	0.196344	0.249433	0.267025	0.237803	0.250967	1.322355	59.443792	0.249246	0.437587	0.13031	0.257318	0.632145	1.004175	9.137333	1.141978	0.709134	0.675446	0.360172	0.286996	1.530304	0.490794	0.964325	0.26814	0.956201	1.696838	1.190894	1.009458	1.429698	0.892624	4.335944	1.528455	0.678922	0.35771	0.960637	0.624622	0.616982	1.131166	0.78736	1.949829	0.455991	0.747534	1.226606	1.358628	0.793887	0.533089	0.196189	1.77683	8.297333	0.83245
s_SUB_22_2	2.361682	0.189378	1.635067	0.901909	5.334668	2.40495	1.755017	0.436407	3.70513	2.375997	4.263886	1.06303	0.850814	0.626302	3.283853	3.355999	0.774652	1.802723	1.65054	3.809151	2.104824	2.948338	1.205016	0.941435	1.612538	2.220309	2.400884	0.573311	0.634876	0.559571	0.380643	0.839221	0.8781	2.431948	1.519705	5.015019	3.011951	2.751374	1.134414	2.204395	0.872727	0.851242	5.596329	78.538993	0.538609	7.420991	1.780049	2.158671	1.002392	1.057578	1.847005	1.845958	1.01184	6.388971	0.341991	1.367003	3.011359	1.058506	4.407274	2.505707	1.514027	1.108688	1.799477	0.642631	0.449119	2.79076
s_PL_9_27	0.0	0.239254	0.304225	0.146645	0.0	0.0	0.795598	0.0	0.0	0.316805	0.2047785	0.0	0.0	0.0	0.0	0.0	0.348123	0.0	0.0	0.316932	0.0	0.0	0.0	0.235529	0.0	0.0	0.553612	0.104084	0.333783	0.137881	0.0	10.860889	4.445487	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8577764999999999	0.18731	0.0	0.528461	0.0	0.255287	0.0	0.0	0.165005	0.772136	0.0	0.0	0.398953	0.2792615	0.0	0.0	0.0	0.0	0.0	0.18613249999999998	0.0	0.0	0.5706979999999999	4.736766	0.0
s_SUR_8_1	4.951289	1.76999	2.330748	3.030755	6.410614	7.576866	2.024859	6.003658	15.239545	16.09389	7.729975	14.550987	3.18149	12.527884	4.670395	8.070313	1.630116	53.465045	69.172638	6.805449	61.766468	47.893326	3.963583	1.444604	3.060915	5.79944	4.67968	4.274974	2.673879	0.742364	0.665936	1.795749	2.047484	17.757132	22.236059	31.148096	29.394957	42.943492	7.075813	70.263781	11.136876	2.955665	8.107311	6.81327	9.077825	6.406073	9.794784	14.261766	34.762707	8.343624	2.81676	7.306979	15.671806	6.224231	2.918787	1.840405	43.143927	5.850007	5.10655	5.431907	10.940783	2.58249	8.611706	3.037704	3.902116	9.142267
s_SUB_9_5	6.348406	2.843219	13.758158	7.6188	2.874864	2.502882	17.938539	5.109188	2.620303	3.076326	22.479834	1.281023	4.059833	1.809786	2.56468	1.593692	3.487612	1.056216	1.886392	1.640601	1.3982215	1.383823	1.85892	8.564206	3.753592	3.014051	1.18838	0.682731	1.917673	2.77324	2.515235	2.157166	1.448565	1.9223955	1.414971	1.195588	2.1950995	2.476849	4.887414	1.663615	3.978066	4.474555	2.290428	3.2157675	4.242281	3.0932779999999998	3.866232	2.436337	1.2967845	1.518605	3.706595	2.091688	3.173571	3.708401	2.375766	2.939212	1.5452565	3.397217	2.458091	3.6244215	2.861658	2.521374	1.701958	4.376069	5.884762	2.366203
s_PL_7_17	0.0	0.0	0.0	0.0	0.0	0.0	0.042956	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.419011	0.0	0.0	0.0	0.0	0.0	0.030187	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.624034	1.49528	0.0	0.053144	0.0	0.0	0.0	0.0	0.2834325	0.0	0.0	0.431827	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.208687
s_PL_21_10	5.414989	3.575511	1.805176	2.152731	5.118671	24.012272	10.33794	0.986023	13.446581	2.949329	5.377775	24.023919	14.572563	3.455732	13.09592	12.841544	11.098521	1.199148	4.707488	14.381657	1.684686	2.549958	14.979539	8.407712	25.78953	6.96788	21.150194	20.837854	1.213815	2.021548	0.93203	1.164543	1.189897	16.68994	6.525305	7.856211	8.24358	4.108954	11.099079	4.559941	2.945868	11.393588	43.477454	22.982144	2.097107	38.62195	10.623321	1.207852	1.054413	17.449888	10.909591	37.331809	4.195397	31.667807	39.399859	16.965222	1.452436	2.549368	7.363292	6.007107	9.639472	25.054356	3.703252	5.853988	4.438783	45.117507
s_PL_5_2	3.949423	0.264391	3.424748	1.63903	0.0	0.0	4.11563	0.0	0.0	0.0	0.288217	0.0	0.720868	0.0	0.6188	1.425721	1.291325	0.0	0.0	0.759397	0.0	0.0	8.258717	0.0	19.133289	8.204119	0.0	8.716325	5.724006	9.960103	13.312883	4.988397	9.169594	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.20363	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.966006	0.817109	0.0	0.0	0.395297	1.29909	0.0	0.0	0.0	0.0	0.349598	0.0	0.0	0.0	0.370447	0.429777	0.0
