Genomic bins	SUB_2	SUB_3	SUB_1	SUB_6	SUB_7	SUB_4	SUB_5	SUR_21	SUR_20	SUB_8	SUB_9	SUR_24	PL_15	SUR_3	PL_17	PL_16	PL_11	SUR_7	SUR_4	PL_12	SUR_8	SUR_9	PL_19	PL_18	PL_5	PL_4	PL_7	PL_6	PL_1	PL_3	PL_2	PL_9	PL_8	SUR_22	SUR_15	SUR_16	SUR_17	SUR_10	SUR_11	SUR_12	SUR_13	SUB_21	SUB_20	SUB_22	SUR_18	SUB_24	SUR_19	SUR_1	SUR_6	PL_10	PL_13	PL_24	SUR_5	PL_20	PL_21	PL_22	SUR_2	SUB_15	SUB_16	SUB_17	SUB_10	SUB_11	SUB_12	SUB_13	SUB_18	SUB_19
s_SUB_15_1	1.235159	8.47944	0.493737	2.740974	20.988962	16.815616	48.170375	6.414985	4.781445	16.309216	4.596993	2.278058	8.221953	4.651082	3.263272	5.152028	7.450148	2.488661	5.424733	8.048706	4.196641	6.12544	1.904097	5.528619	5.794672	4.974142	3.476643	0.702337	0.344778	1.431522	0.121536	0.924728	0.897288	5.831762	8.424021	10.41682	6.41184	7.73423	6.949149	5.775134	6.709123	12.233722	4.352368	26.52354	4.842518	11.922007	4.899787	0.927859	3.165985	3.139603	59.722376	5.85789	13.611872	3.460965	1.906097	1.163234	1.378445	64.019411	20.06034	21.370118	6.260887	11.286356	19.610635	27.249969	15.789669	8.908207
s_SUR_2_2	3.932289	3.330531	1.667934	2.73653	2.638342	3.395436	1.156213	4.042954	20.638758	8.478967	1.444818	1.729476	3.248981	50.159143	1.64708	5.381842	2.020711	53.883494	52.013475	2.620937	55.794162	40.67367	2.188271	0.797693	4.183757	3.743918	3.47471	4.416135	19.601905	1.914648	0.639506	2.561069	0.799992	2.584713	45.825268	22.5209	19.327665	25.631803	18.708733	44.087437	12.477645	1.013603	1.518466	1.640357	1.980089	1.543024	13.652253	36.607203	54.277707	3.672976	1.187424	2.007544	19.943921	4.13048	0.706566	1.232828	159.235247	3.384775	0.808095	1.193169	11.237446	2.458668	2.782895	1.411552	1.096923	2.468266
s_PL_24_1	0.110838	0.117639	0.127661	0.104457	0.099191	0.149911	0.240297	0.515078	0.254591	0.181311	0.133779	0.104479	0.302465	0.173582	0.10211	0.094089	0.299105	0.118369	0.107474	0.10355	0.08843	0.138812	0.178154	0.545294	0.085294	0.156226	0.0	0.0	0.050625	0.116853	0.122571	0.040305	0.067771	0.229801	0.109523	0.070704	0.252703	0.172031	0.464162	0.096003	0.486669	0.394157	0.123519	0.276824	0.635019	0.383333	0.311532	0.245747	0.102762	0.037677	0.265154	80.418565	0.233062	0.289083	0.212084	0.146701	0.106085	0.122872	0.104057	0.112795	0.121534	0.220929	0.083409	0.317447	0.600414	0.175008
s_SUB_2_3	61.928356	1.37196	37.754394	3.091181	3.432425	3.606245	1.83834	6.583113	10.113216	4.251155	8.699162	22.625747	1.495808	4.113788	8.399779	9.512322	1.527665	8.516294	7.738137	6.217713	5.85212	4.622599	3.87711	1.341493	4.714176	2.442188	9.275207	3.58182	9.270921	0.580875	1.161077	0.833813	0.601081	26.393434	7.915733	6.394695	8.811846	6.277965	8.705474	6.304744	10.371935	3.661436	7.9193	6.574348	5.285051	6.557795	14.089345	10.070852	5.633938	12.936787	2.149584	11.987182	7.302252	7.198209	3.277092	2.141343	8.200747	3.32375	8.358158	5.784673	7.173303	2.051687	3.263518	2.86623	3.736123	7.413556
s_SUB_12_2	6.030082	8.458591	1.740342	15.226913	23.109152	32.330325	8.195445	4.493619	23.697553	23.72599	12.3598	29.056074	5.673068	6.258245	23.729133	16.793771	3.87723	10.717227	23.403376	55.271148	11.368321	10.865431	23.914445	3.82257	20.477062	9.98742	14.861859	27.524851	2.069751	7.242012	1.396201	2.326212	2.644387	33.900274	17.248487	33.625938	24.90401	21.224858	6.781627	13.98926	14.654691	4.044853	50.777596	13.807671	4.198678	10.646993	21.277922	6.7536115	7.292446	41.38500500000001	20.404783	13.037178	10.623516	18.500655	7.782358	3.505184	9.541201	34.955496	68.3754475	41.456445	20.732616	11.214594	63.01456	13.462204	4.710818	36.704023
s_PL_6_30	2.518141	1.529328	1.310992	1.884838	4.090802	6.397358	6.909218	2.726653	4.050371	2.668779	1.522432	3.50764	1.353587	2.112936	6.684511	5.7291105	3.640394	2.494869	3.3923435	4.650585	3.067171	3.146584	2.079794	5.115626	8.8777	2.8179985	25.355387	20.483492	0.876677	1.590269	1.152867	0.563856	1.232348	4.32104	3.23736	6.344369	4.438767	3.117332	4.755223	4.497192	3.758594	2.4624300000000003	4.243062	4.599141	2.662116	7.966569	4.444143	2.800527	1.599309	5.876912	5.098427	4.344894	3.01749	3.640056	1.710374	5.532402	3.019634	1.890274	6.188499	5.073077	3.645038	3.836661	2.476059	3.24123	2.149493	3.864308
s_SUB_12_7	1.512926	22.2509255	1.061055	1.124815	40.161309	73.465886	29.519501	3.580795	20.914716	15.300891	2.9399835000000003	40.902344	5.982176	3.319493	7.948037	15.173107	9.008487	3.213509	13.653286	18.8046	4.514012	7.7539495	20.319576	12.947275	33.44572	8.447884	70.474225	19.961322	0.683816	8.308732	0.526108	0.674925	1.597122	36.905753	14.343009	18.850162	17.441155	8.097675	17.443262	11.557047	6.738418	49.989295	68.254893	47.380679	7.111095	58.605825	34.1160725	2.275492	2.481648	14.054673	34.788352	37.951926	10.528236	32.488651	22.785465	10.875554	1.933365	25.977795	15.000195	26.495938	8.312191	21.78067	29.120185	40.910598	57.133316	81.473089
s_PL_19_6	2.809367	4.897798	2.809318	1.972223	2.632458	2.881415	11.65664	4.332027	0.0	3.516655	2.686106	0.0	1.192927	4.199954	0.995681	0.668369	2.811717	0.686324	1.349355	3.355824	0.588097	1.63737	20.527518	0.946538	2.994778	2.263986	0.246999	0.992946	3.022083	3.492621	0.493829	2.396805	1.487793	0.0	2.005534	1.360167	2.40749	2.908081	1.440486	4.709751	13.473342	9.111761	0.0	0.0	11.619757	0.0	0.0	2.870485	1.641233	1.153424	5.942612	0.215586	8.971653	0.146185	1.499192	0.0	0.360153	6.974085	1.096127	5.526213	6.717478	7.268584	6.431559	23.701489	11.336228	0.0
s_SUB_6_1	7.692283	4.225708	2.952962	37.359211	19.645292	10.869823	2.446546	5.111907	8.921695	36.592656	50.187496	18.117819	2.562271	3.97065	8.226557	10.262273	1.713487	6.875528	11.489601	10.628624	12.37908	15.508527	3.880515	1.274874	6.185401	3.655239	9.385134	9.999779	2.01823	1.271878	0.919251	6.636304	4.277987	19.563942	10.887405	20.88669	10.257495	11.805879	5.295509	10.642567	8.040148	2.658249	9.007731	7.468863	5.381304	7.147698	9.304829	7.257782	22.679644	14.847415	2.786369	9.149751	7.274407	5.873461	3.553932	2.259039	10.466673	10.089384	12.480787	10.836618	14.32907	2.320358	9.966537	3.00396	3.552421	9.615395
s_SUB_9_16	2.562973	5.791343	1.17216	8.404843	3.782709	2.261402	1.970065	4.517988	3.05147	14.337846	26.479701	2.223691	2.470272	4.349295	1.62045	2.178686	1.58583	3.098061	2.771126	1.968055	3.505126	6.695781	2.99739	2.02099	1.023414	1.842435	0.688269	1.325337	0.910961	1.330626	2.123128	3.168736	3.774587	2.660688	2.743368	2.996577	3.406231	5.006037	6.615023	2.828125	5.883747	2.093324	1.755477	3.638323	3.791295	3.73435	3.000498	5.773377	5.769572	1.109193	1.302355	3.062772	5.861983	3.032018	1.306241	2.860047	4.289366	3.740778	4.021205	3.697701	3.944948	3.10301	2.681429	2.665039	2.815376	1.299933
s_SUR_24_4	4.63919	1.555585	2.220422	1.828401	3.565431	5.531123	2.98173	3.643685	8.403838	3.04123	4.197292	87.167352	4.330998	2.155512	8.254745	9.537725	4.66511	2.578834	5.297475	7.343518	3.445732	2.971444	4.826133	3.080883	4.617865	3.128097	6.325026	3.122348	1.411837	0.893026	0.721544	0.687041	0.578425	31.355222	4.291601	6.297975	5.552989	4.564257	4.453216	3.901381	3.784274	3.261475	15.888145	31.33881	6.637399	36.809897	12.266682	3.921357	2.485407	8.566727	5.117756	45.019647	3.910766	11.22392	14.08635	6.741351	4.023185	3.037141	6.829309	5.693309	5.092027	4.282627	3.214286	2.559997	8.632391	24.577173
s_SUB_5_2	0.47738	8.836188499999999	0.429693	0.41436649999999997	2.914356	7.232072499999999	39.8950185	2.323003	1.810351	2.500231	0.6123315	3.8292235000000003	1.371073	1.955255	0.86988	0.551291	5.032991	0.635482	1.3541665	1.648717	0.72928	0.854027	0.993414	4.398871	8.277656	2.986743	25.582946	0.391339	0.3510365	2.548473	0.0	0.142584	0.633467	2.483607	1.701761	0.8270405000000001	1.381023	1.194021	4.1428255	1.137614	2.61183	10.266522	3.885515	1.8088004999999998	3.149673	2.6763055	1.87303	1.075397	0.637683	0.589969	16.015941	3.452623	4.643633	1.959029	4.5424025	1.079686	0.816961	7.067887	1.128016	2.9920359999999997	0.682862	8.581546	3.161889	27.031567	8.622619	1.744953
s_SUR_8_5	1.682453	4.873295	0.953746	3.806896	5.47008	3.334907	1.303719	5.129746	20.891358	20.662041	1.402974	2.685731	5.536555	95.218463	2.050783	6.430924	2.339985	176.014189	70.849746	4.050944	173.417925	60.65996	2.06045	0.912604	4.402463	3.933696	8.036827	6.146741	7.007498	2.762254	0.666169	2.810202	1.322531	3.03173	122.617347	13.951253	21.714258	18.238836	21.803307	75.860638	15.912812	1.345887	1.737238	1.999525	2.803202	2.077267	13.810813	12.167439	77.317491	2.977287	1.342124	2.273419	30.909765	4.532542	0.877354	1.358272	46.172259	4.821284	0.778763	1.277816	7.911856	2.301402	4.222772	1.992422	1.515513	2.495843
s_PL_12_7	2.309428	0.943265	1.417139	1.293899	2.220498	2.832427	18.444609	4.830675	4.003062	1.726244	2.063043	4.683359	2.229633	1.581146	3.639028	3.446169	1.659557	1.781116	2.186661	33.268793	1.629523	2.170144	2.033826	5.892081	3.338029	2.962248	5.239608	1.048999	0.756828	0.897226	0.586753	0.492745	0.718743	5.485454	2.854254	2.182151	2.658325	2.257345	5.576166	2.207732	3.034963	4.335138	9.271247	12.345396	5.71433	8.411737	6.180912	2.57672	1.468208	8.159501	5.828688	6.081539	2.592294	6.776614	2.393754	2.190415	2.234217	3.078394	3.155247	3.565343	5.269229	3.186527	3.648576	5.461561	5.000259	8.710841
s_PL_5_11	0.260519	0.277537	0.589741	0.407489	0.176034	0.128604	0.624371	0.547903	0.315242	0.253722	0.410134	0.269307	0.168873	0.265177	0.186526	0.295279	0.422268	0.174166	0.247656	0.295839	0.150769	0.199216	0.408854	0.302606	26.878023	0.393906	0.237022	1.027612	0.350115	0.408548	0.421788	0.498228	0.682959	0.308857	0.206163	0.180151	0.304277	0.222024	0.386028	0.188754	0.50099	0.577725	0.332277	0.508413	0.477751	0.488782	0.415479	0.312334	0.144895	0.215887	0.477537	0.563158	0.317731	0.407049	0.438567	0.236484	0.239799	0.285484	0.174969	0.422942	0.120512	0.143774	0.116931	0.398367	0.399832	0.328791
s_PL_8_2	9.688624	11.596066	106.045178	32.794752	0.059082	0.0	0.0	0.0	0.0	2.520984	0.46049	0.0	0.070974	0.0	0.0	0.058061	4.556637	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.106114	3.382297	0.025367	4.50764	144.545823	4.427581	21.777906	9.863308	20.728372	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.044922	0.0	0.0	0.0	0.0	0.0	0.437583	0.227004	0.05978	0.073104	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.158942	1.079426	0.0	0.0	0.0	0.0
s_SUR_1_1	8.54682	2.000851	3.723494	3.966351	5.914613	10.461161	1.966625	2.435732	6.880586	11.869841	6.718572	9.592731	1.518942	8.372997	1.889752	4.149519	1.054467	13.506833	16.302827	3.391117	18.637654	25.314892	2.937635	0.73988	2.303732	3.426264	1.376037	2.172199	15.473021	0.605612	0.460083	1.162641	0.736895	10.604172	13.060072	19.655615	15.760416	36.422829	5.542475	16.252445	4.31212	2.217863	5.615469	4.642013	2.341547	3.243749	7.218834	83.535358	27.070069	5.488514	1.139404	4.928471	18.490721	3.101614	1.186942	0.947759	80.917673	11.521019	4.16241	6.52539	20.398771	1.94357	9.246371	2.013788	2.222863	5.32034
s_PL_6_34	4.792749	1.731819	1.70955	5.576148	2.304916	1.959512	1.404051	0.927737	0.427526	2.57298	5.433189	0.757232	2.591402	0.273968	4.525555	2.550229	3.666577	0.226748	0.423454	2.047274	0.257656	0.28428	5.101468	0.337499	5.26214	3.331931	0.311637	26.254116	5.187011	1.657903	2.17684	2.595919	1.909836	0.872883	0.322378	0.62764	0.853859	0.820231	0.630753	0.372359	0.718645	0.773843	0.374097	0.591676	1.089311	0.580145	0.770515	0.508493	0.68233	14.469308	1.568295	1.021947	0.746887	0.991617	1.575983	0.0	0.324812	0.958414	1.235056	2.704102	4.387561	1.598435	2.173732	0.706142	0.877716	0.96139
s_PL_9_29	2.0506465	6.969487	2.7601515	3.648191	6.584008	7.265737	5.116914	5.684134	11.136769000000001	9.060909	4.21644	2.137993	4.5016915	8.609597	4.2291855	3.673198	9.331124	12.359076	9.70043	4.58367	16.5002465	13.800981	24.770241	2.088701	9.951546	4.920072	5.085072	8.326297	2.704855	8.464545	0.806962	14.019101	3.3054375	5.246576	9.77471	6.707559	11.155226	5.883382	10.001301	19.554035	10.033433	11.2522705	5.691098	4.91444	3.731257	4.368297	6.312082	3.78535	5.9767	2.59532	6.476731	2.7389305	4.292862	7.119066	5.423526	2.079866	6.037982	3.048843	3.019536	4.1494925	5.18599	3.928437	4.264883	9.628429	3.145097	6.036266
s_PL_20_3	0.6261	0.296416	0.032312	1.275115	0.423253	1.045593	0.561763	0.480355	0.4097325	0.471684	0.370622	1.627928	48.96384	0.0773835	46.050642499999995	63.7766075	11.760738	0.128249	0.257235	14.313861	0.1004	0.137725	13.80477	28.933603	38.715561	15.600934500000001	3.611321	23.803706499999997	0.064882	1.2535555	2.711316	0.099125	0.30296	0.9442699999999999	0.237994	0.54225	0.364378	0.177384	0.29479	0.136143	0.244507	0.398724	0.852105	0.956311	0.561133	2.805973	0.579381	0.221423	0.119946	8.387754	2.463392	13.902093	0.268861	87.044774	76.59633	28.795767	0.13337	0.75205	1.799076	2.547181	2.390216	1.601597	4.344775	0.515498	0.263994	0.748426
s_SUB_12_17	3.3884654999999997	6.909874	1.551963	2.040837	3.72138	6.8332049999999995	4.162969	6.432445	9.177211	4.690009	4.609089	17.117706	2.109827	4.290061	3.723917	4.3615525	2.918406	4.426407	8.079503	6.681676	5.71972	5.664472	6.361527	1.116271	5.079257	3.3424145000000003	3.164258	3.202936	1.74341	0.882092	0.322464	0.5708075	0.652465	18.656964	6.906789	8.406053	8.809606	8.578144	9.030346	6.852523	9.112841	3.786026	8.7944765	7.510866	5.655798	6.695822	11.38246	5.950268	5.195768	6.540599	3.424671	8.266837	10.789488	5.522992	3.625059	2.104838	6.102756	13.138845	5.327147	5.0139675	13.520845	8.237358	28.169965	4.654242	4.028506	9.830244
s_PL_3_25	0.528935	2.400594	1.034221	8.030606	0.549193	0.10584	0.383104	0.135985	0.103785	1.006875	0.17691	0.0	0.814769	0.125006	0.481101	0.2803175	14.714915	0.029688	0.040262	2.22211	0.076614	0.077197	0.065016	0.566444	0.098193	2.056298	0.217939	3.5814209999999997	1.550902	28.053262	0.080327	1.245294	8.722206	0.144051	0.104953	0.072725	0.086303	0.100994	0.212721	0.0	4e-06	1.849136	0.000379	0.111925	0.150736	0.274529	0.000766	0.148456	0.160182	0.721246	1.795284	0.170694	0.140427	0.0	2.535403	0.0	0.083191	2.68077	0.378615	2.750723	1.831251	1.336898	0.782298	1.171608	0.171949	0.0
s_SUR_2_5	0.58956	1.016005	0.420988	0.859167	0.811706	1.303142	2.333583	1.85553	21.838572	3.677164	0.656808	1.734389	5.385624	21.789155	1.603893	2.717066	1.389382	20.341374	16.622705	2.147884	23.722382	19.762988	1.536274	0.739186	1.850803	6.377899	0.843133	0.887132	1.902805	1.249816	0.427784	1.415135	2.347761	7.104269	21.118591	5.135861	19.277364	15.991174	21.311023	28.918859	12.45413	2.295917	2.363105	4.309648	1.23904	3.340971	11.98107	12.048392	19.226991	0.83024	1.790781	5.220533	16.036432	6.413773	0.91956	0.674892	29.187644	4.114945	0.881097	1.709474	3.424685	2.140949	1.162297	4.791169	1.368685	1.79319
s_SUB_15_7	0.651001	1.248411	1.570724	0.885201	0.292829	0.138978	2.128012	0.236474	0.095425	0.507043	0.17313	0.075622	1.091391	0.248338	0.228113	0.295377	2.086789	0.045477	0.052721	1.047258	0.053806	0.076592	0.141893	0.383668	0.330592	0.436931	0.086951	0.306114	0.679923	3.336049	0.204644	0.6331694999999999	2.336835	0.138196	0.087911	0.083576	0.123977	0.129301	0.207313	0.083318	0.215997	3.529973	0.054831	0.190861	0.203342	0.139067	0.15632	0.257425	0.165967	0.19633	0.916088	0.158492	0.235213	0.101967	1.309892	0.0	0.0	17.407874	0.539101	0.694621	0.583558	2.732114	0.218046	1.374349	1.102373	0.075029
s_SUB_21_3	6.542368	5.603451	3.999307	5.707416	4.576982	3.116143	18.559966	6.477298	0.850813	5.468814	5.75237	0.0	0.896405	2.2937135	1.554965	1.9033259999999999	1.4467	0.320302	0.854135	3.956447	0.328773	0.748175	3.208408	0.740992	4.132769	1.6082975	0.410761	1.078982	1.265077	4.556567	0.372787	2.314188	4.241061	0.0	1.3856235	1.9568919999999999	3.12678	2.181831	0.532843	2.066503	2.724724	42.748941	1.178086	0.073975	1.386275	0.0	1.524623	1.935585	1.536684	1.987783	2.161272	0.215928	2.7656	0.963379	12.544191999999999	0.0	0.434331	5.845511	3.594907	8.37778	4.660723	1.124712	3.484775	5.810831	2.294872	1.184938
s_SUB_17_2	1.163371	0.155285	0.547335	0.182011	1.718975	0.532346	4.893055	0.525415	1.092155	0.921442	1.299696	0.600148	0.98515	0.490441	10.465313	1.856543	0.302791	0.770634	0.773177	11.796411	0.871525	0.977316	0.523009	0.216709	0.630317	1.73732	8.292352	0.349957	0.312348	0.221291	0.165751	0.323928	0.258142	1.387874	0.697404	0.85347	0.910019	1.060935	0.400078	0.830618	0.883079	0.252386	3.01896	4.56401	0.308581	1.250877	0.555079	0.828203	0.414936	11.647167	7.444439	0.83378	0.499886	1.977369	0.238828	0.38552	1.734784	0.826063	2.025793	29.179309	2.787784	0.314382	0.432655	0.436909	0.228155	2.615928
s_SUB_9_2	8.448028	5.270078	3.714929	9.315532	5.023482	13.067711	4.729393	3.170929	1.694665	6.83917	18.542279	0.169811	5.404944	1.153412	2.998635	4.92075	2.026545	0.315408	1.145202	3.252353	0.656973	2.100314	4.461726	0.667453	4.519338	2.621116	0.827475	4.660494	2.979989	2.334639	0.773004	2.210629	2.19911	0.205451	2.022676	8.803883	4.571393	5.067461	1.213634	1.860247	1.358878	6.708439	0.742318	0.058473	2.007426	0.0	2.763908	1.753174	1.879263	9.494026	1.336033	0.310628	4.446927	2.021034	3.298289	0.0	0.767228	3.841366	6.22894	7.020422	9.131239	4.164118	9.746272	3.541152	2.95791	3.024453
s_PL_16_12	0.484041	0.0	0.0	0.754137	0.0	0.082855	0.136182	0.0	0.0	0.0	0.226966	0.0	2.229304	0.0	0.817477	16.221501500000002	1.130587	0.0	0.0	1.260211	0.0	0.0	6.7967005	0.3065735	2.5591720000000002	6.772264	0.25526	2.378985	0.111403	0.816916	4.967967	0.0	0.0	0.0	0.0	0.0	0.191423	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2981875	0.0	0.0	2.927849	1.040061	0.0	0.0	1.0338509999999999	0.145267	0.0	0.0	0.087964	0.0	0.0	0.293622	0.219607	0.0	0.178307	0.211025	0.15803699999999998
s_SUB_12_12	3.007611	1.676115	1.424254	2.397509	2.944814	4.354289	1.719811	6.761153	10.874261	3.658727	3.563861	21.748743	2.702768	4.39281	3.392009	3.77422	1.233459	4.171194	7.970218	6.662411	4.808482	4.309814	11.172461	1.252726	3.27411	3.56533	1.930089	2.539597	1.809758	0.849858	0.634561	0.583497	0.558133	22.931893	7.29382	7.094699	9.378777	8.8279	4.361766	6.452426	9.580869	2.521868	10.73202	6.904023	4.543747	6.45427	11.638921	6.084231	4.14823	4.772124	2.006929	10.542687	6.426647	5.729223	2.516086	2.690874	6.220629	18.374425	5.177113	5.329966	6.285366	2.164559	25.965195	2.866506	2.914774	8.083249
s_SUB_20_3	5.449568	6.824255	4.0640920000000005	5.836528	7.7524275	23.466127	9.009952	8.234121	18.630392	6.462008	7.186418	13.350206	2.613944	4.322038	6.689416	6.642028	4.593298	3.580977	9.389318	11.056596	5.008583	5.256988	5.224161	4.711202	7.920329	5.442178	11.078833	3.770188	2.593344	1.730084	0.796687	1.311352	1.277688	29.569188	8.180707	9.897028	11.337544	9.329713	11.010492	6.434807	9.167185	17.09564	69.996096	24.645661	12.221843	25.07517	22.309981	6.60606	4.897667	12.799139	6.957648	13.230733	11.555291	20.639053	4.857756	4.015416	4.907725	9.698793	10.237534	10.828588	10.236921	16.379871	8.793365	9.989014	12.334382	61.638753
s_PL_17_5	16.627537	3.527393	6.932881	4.102479	53.879129	27.870167	19.669957	3.430526	6.851054	26.213447	28.8357435	6.1692795	6.845236	7.197225	30.764642	33.009513	6.063147	11.983476	9.486266	32.271139	15.339681500000001	22.171822	4.078012	10.736759	5.737725	7.534146	48.143068	4.774737	2.446561	2.803925	2.061643	3.8675	6.386932	6.030109	10.454313	24.894819	11.0314885	12.835382	10.230157	17.252755	5.63242	6.883741	17.192034	12.761897	3.583099	21.265598	4.228139	8.950436	8.281462	33.534232	26.927205	8.268036	4.777215	13.657571	19.333999	4.266745	14.799577	5.119863	64.721859	29.309573	21.189568	5.203453	26.057783999999998	10.850993	3.593772	13.377583
s_PL_2_15	0.096438	0.0	0.0255305	0.805449	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.018357	0.0	0.0	0.0	0.030057	0.0	0.0	0.0	0.0	0.0	0.048998	0.0	0.02546	0.0698685	0.0	0.016599	0.2448	0.09513	82.624149	0.037387	0.075203	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.058868	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.041826
s_SUR_2_3	1.494052	1.41407	1.993601	1.126996	1.712771	1.475064	1.33818	6.978583	4.06672	2.186974	1.567584	5.492641	1.716238	14.874441000000001	0.699942	1.013479	1.233802	18.69807	3.725209	1.79256	12.164153	14.750153	2.304728	1.165657	2.366553	1.488029	1.468189	1.994479	4.4376515	0.736478	0.268184	0.688892	0.395262	8.66037	5.650421	1.40356	2.8776245	3.237169	3.857476	14.166202	4.528266	2.124392	1.525897	3.874857	6.320728	2.477384	6.746202	17.816653	16.681007	1.443542	1.440045	3.5896295	4.142502	1.967578	1.436836	1.839686	42.579041	1.779993	0.672489	1.020302	2.47177	1.239728	1.28747	1.649104	3.319422	2.576867
s_PL_12_8	3.715598	1.98573	1.521613	1.74803	4.753977	6.580076	6.834897	7.10989	7.354755	5.103218	5.464328	9.473461	7.2053475	3.098469	29.701145	11.394988	2.4908075	3.61637	7.36718	54.770562	4.885889	5.260406	4.458189	4.621331	9.880337	3.4375904999999998	5.223063	5.068408	1.705251	1.011637	0.565166	0.80692	1.098793	10.550868	4.858522	16.5379675	7.406631	6.3868155	7.365675	5.213834	6.237907	4.221345	6.916114	9.461911	9.133321500000001	7.928374	8.315306	7.758183	3.592783	13.359654	16.850261	7.919724	7.662586	12.036208	7.540876	4.181637	6.189199	14.476254	15.403068	25.029971	5.387971	5.278297	10.222023	5.294636	5.085538	8.137481
s_PL_17_7	7.140948	5.590594	4.531906	6.537947	7.541758	12.443281	7.174063	9.668814	9.642759	6.953975	9.709888	15.97652	2.78209	4.224075	25.618858	8.349696	4.995838	3.485426	8.107667	10.332063	4.597878	5.106186	4.876839	5.476586	7.303679	5.380289	18.547095	4.227465	3.038761	1.725323	1.231597	1.986396	1.45446	15.775928	5.922851	9.947727	9.646632	8.118251	13.391404	6.098175	8.717246	11.0437	12.303193	12.826803	14.42062	13.302119	11.564164	7.454121	4.31591	17.426214	10.044495	11.306474	10.349684	9.24665	4.664622	3.046922	4.93285	8.171554	33.438826	12.174967	10.250892	17.959695	9.505199	8.689321	11.704444	17.493347
s_SUB_18_12	0.0	0.0	0.0	0.0	2.7124295	5.345777999999999	1.238965	3.31025	5.3339	0.4542175	0.035926	0.6801865	0.668346	1.181569	0.6478250000000001	0.805712	0.549253	1.386874	1.86838	1.1652155	1.580114	1.17998	0.78431	1.085065	0.542404	2.550461	0.176218	0.0	0.0	0.0	0.0	0.113352	0.150933	5.520186	2.173057	2.248879	1.671549	2.902468	4.084842	2.585569	2.877696	6.241222	3.3380520000000002	13.55485	2.06646	8.772217	4.758108	0.0	0.426323	0.070396	2.190048	1.9908455	1.8864874999999999	4.58026	0.897031	1.176523	0.286982	1.5675955	0.8513379999999999	0.761965	0.656308	0.611919	4.4866355	2.051229	24.59112	1.957119
s_SUB_1_17	8.479102	2.958902	32.240167	2.965039	0.297388	0.2511	0.259397	0.677447	0.524488	0.542548	0.498704	0.499651	0.165843	0.457935	0.189883	0.20952	0.720249	0.238597	0.357435	0.232388	0.195695	0.331036	0.14661	0.205142	0.156328	0.494114	0.1485	0.196082	3.547726	1.251849	1.030506	5.069015	1.029308	0.670068	0.267552	0.247122	0.235393	0.313363	0.687246	0.247259	0.648872	0.402174	0.369917	0.584858	0.595279	0.451156	0.400587	0.732275	0.450908	0.204069	0.241187	0.553792	0.394179	0.327937	0.206156	0.054995	0.273969	0.299592	0.250114	0.218471	0.602331	0.47692	0.207784	0.532705	0.615529	0.228993
s_PL_5_12	0.0	0.143772	0.1499575	0.165426	0.357063	0.388316	1.417506	0.511898	11.139519	0.330957	0.0	1.279806	2.695182	1.328026	0.315226	3.557299	2.506607	1.806379	4.065895	1.906272	1.103906	1.15515	6.733767	0.217718	13.091667000000001	1.216823	1.344766	3.829005	0.849275	1.830306	0.0	0.490632	0.345567	1.256767	1.775007	1.454247	1.67845	0.692973	0.620927	1.232081	1.498435	1.360554	3.381945	3.461352	1.414783	2.3756500000000003	5.512432	0.0	0.2901215	1.279393	3.900488	2.188048	0.682663	5.432557	0.9599	0.124887	0.866638	0.0	0.0	0.190674	0.318597	0.051867	0.0	0.4426715	2.271786	3.205783
s_PL_10_16	8.557102	2.743429	2.5474315	4.771852	4.2571295	5.184309	1.831995	10.199206	5.724306	4.304839	6.206973	12.153302	3.334593	2.658293	4.410765	6.374065	1.37639	1.9376615	4.934409	5.750687	2.262409	2.247418	6.565831	2.768384	2.488858	15.433949	0.864282	1.796003	4.4986305	1.3512629999999999	1.255133	0.875298	1.925149	11.80889	3.2226135	4.638946	5.18342	4.758119	4.6788605	2.523408	6.129193	3.623443	3.9945005	4.65556	9.956725	4.656729	8.409073	7.472697	2.9500504999999997	21.842643	2.041736	7.3879909999999995	5.459328	8.35796	4.726187	4.258105	3.945458	7.691681	4.3900295	6.457502	8.246795	3.905409	10.51598	4.426967	4.061972	3.9174485
